Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
GCA_901420195.1_36340_C02_genomic	O3/O3a	O3/O3a	Very high	*	100.00%	95.47%	0 bp	8 / 8 (100%)	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,99.783%;O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,98.611%;O3/O3a_05_wbdD,94.499%;O3/O3a_06_wbdA,97.265%;O3/O3a_07_wbdB,99.738%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		0	
GCA_901420255.1_36005_C01_genomic	O1/O2v1	O1ab	High	-	100.00%	98.56%	+2 bp	5 / 7 (71.4%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%	O1/O2v1_02_wzt;O1/O2v1_04_glf	0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_901420355.1_37419_A02_genomic	O1/O2v1	O1ab	High	-	100.00%	98.57%	+1 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%	O1/O2v1_03_wbbM	0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_901420375.1_37277_D01_genomic	O1/O2v2	O1ab	High	-	100.00%	99.36%	+4 bp	9 / 10 (90%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.525%;O1/O2v2_04_glf,98.958%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.504%;O1/O2v2_09_gmlB,100.0%;O1/O2v2_10_gmlA,100.0%	O1/O2v2_08_gmlC	0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_901420425.1_37637_C01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_901420465.1_38273_E01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.80%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.051%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_901420485.1_36672_D01_genomic	O3/O3a	O3/O3a	None	-	100.00%	96.08%	+2 bp	4 / 8 (50%)	O3/O3a_02_manB,99.783%;O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,99.074%;O3/O3a_06_wbdA,97.741%	O3/O3a_01_manC;O3/O3a_05_wbdD;O3/O3a_07_wbdB;O3/O3a_08_wbdC	0		0 / 8 (0%)		0	
GCA_901420495.1_36340_A01_genomic	O3b	O3b	High	-*	100.00%	99.13%	+1 bp	7 / 8 (87.5%)	O3b_02_manB,80.208%;O3b_03_wzm,99.237%;O3b_04_wzt,99.537%;O3b_05_wbdD,99.708%;O3b_06_wbdA,99.405%;O3b_07_wbdB,99.215%;O3b_08_wbdC,99.731%	O3b_01_manC	0		0 / 8 (0%)		0	
GCA_901420515.1_37430_D01_genomic	O1/O2v2	O2afg	High	-*	100.00%	99.15%	-12 bp	7 / 10 (70%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,100.0%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,83.062%;O1/O2v2_09_gmlB,99.694%;O1/O2v2_10_gmlA,100.0%	O1/O2v2_06_wbbO;O1/O2v2_07_kfoC;O1/O2v2_08_gmlC	0		0 / 10 (0%)		0	
GCA_901420575.1_38109_B02_genomic	O1/O2v1	O1ab	Very high		100.00%	98.11%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,97.267%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,100.0%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_901420605.1_38389_G01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.69%	-1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,99.842%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,97.987%;O1/O2v1_06_wbbO,97.884%;O1/O2v1_07_kfoC,99.544%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,99.865%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_901420645.1_38445_A01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.34%	-2 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,97.039%		0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,100.0%;O12_01_rfbB,97.746%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
GCA_901420755.1_38977_E01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_901420785.1_39610_C01_genomic	O1/O2v1	O2a	High	-	100.00%	98.44%	+1065 bp	5 / 7 (71.4%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_07_kfoC,98.633%	O1/O2v1_03_wbbM;O1/O2v1_06_wbbO	0		0 / 7 (0%)		1	O3b_01_manC,100.0%
GCA_901420795.1_40087_E01_genomic	O1/O2v1	O2a	Very high		100.00%	98.75%	+1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,98.942%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%
GCA_901420815.1_39641_D01_genomic	O1/O2v2	O2afg	High	-	100.00%	98.44%	-1 bp	9 / 10 (90%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.418%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.658%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%	O1/O2v2_08_gmlC	0		0 / 10 (0%)		4	O12_01_rfbB,98.028%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.917%;OL13_04_rfbC,97.674%
GCA_901420825.1_39641_E02_genomic	O1/O2v1	unknown (O1/O2v1)	Very high		100.00%	98.27%	+1066 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.19%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,98.442%;O1/O2v1_05_wbbN,97.643%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.178%		0		0 / 7 (0%)		3	O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_901420845.1_38502_A01_genomic	O3/O3a	O3/O3a	Very high		100.00%	99.38%	+1 bp	8 / 8 (100%)	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,100.0%;O3/O3a_04_wzt,99.756%;O3/O3a_05_wbdD,99.436%;O3/O3a_06_wbdA,100.0%;O3/O3a_07_wbdB,100.0%;O3/O3a_08_wbdC,99.731%		0		0 / 8 (0%)		2	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,99.123%
GCA_901420855.1_38445_B01_genomic	O3/O3a	O3/O3a	Very high		100.00%	99.34%	0 bp	8 / 8 (100%)	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,99.783%;O3/O3a_03_wzm,99.618%;O3/O3a_04_wzt,100.0%;O3/O3a_05_wbdD,99.577%;O3/O3a_06_wbdA,99.881%;O3/O3a_07_wbdB,100.0%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		2	O3/O3a_01_manC,100.0%;O3/O3a_02_manB,99.123%
GCA_901420865.1_39888_A01_genomic	O4	O4	Very high		100.00%	99.75%	+1 bp	6 / 6 (100%)	O4_01_hydrolase,99.833%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.858%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		4	O12_01_rfbB,97.465%;OL13_03_rfbD,98.653%;OL13_02_rfbA,97.917%;O12_04_rfbC,97.838%
GCA_901420875.1_36725_A01_genomic	O1/O2v1	unknown (O1/O2v1)	Good	-	80.82%	98.01%	-380 bp	5 / 7 (71.4%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_07_kfoC,96.811%	O1/O2v1_05_wbbN;O1/O2v1_06_wbbO	0		0 / 7 (0%)		3	O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.259%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_901420925.1_39888_B01_genomic	O1/O2v1	O1ab	High	-	100.00%	98.77%	+1 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.961%;O1/O2v1_05_wbbN,99.329%;O1/O2v1_06_wbbO,99.471%;O1/O2v1_07_kfoC,98.178%	O1/O2v1_02_wzt	0		0 / 7 (0%)		6	Extra_genes_wbbY_01_wbbY,99.73%;O12_01_rfbB,97.746%;OL13_03_rfbD,98.316%;OL13_02_rfbA,97.917%;Extra_genes_wbbZ_01_wbbZ,99.63%;O12_04_rfbC,97.838%
GCA_901420955.1_40345_C01_genomic	O4	O4	Very high		100.00%	99.69%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.666%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.738%		0		0 / 6 (0%)		0	
GCA_901420995.1_39888_C01_genomic	O4	O4	High	-	100.00%	99.68%	+2 bp	5 / 6 (83.3%)	O4_02_hypothetical,99.496%;O4_03_hypothetical,99.575%;O4_04_wzt,100.0%;O4_05_wzm,98.361%;O4_06_glycosyltransferase,99.738%	O4_01_hydrolase	0		0 / 6 (0%)		0	
GCA_901421045.1_40345_D01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.51%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.209%;O1/O2v1_04_glf,99.221%;O1/O2v1_05_wbbN,98.322%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3/O3a_01_manC,99.364%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_901421095.1_40311_B01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_901421105.1_40363_F01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.59%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,98.677%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,98.889%
GCA_901421135.1_38502_B01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.67%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.367%;O1/O2v1_04_glf,98.701%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;O3b_01_manC,99.788%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_901421915.1_38344_C01_genomic	O3/O3a	O3/O3a	High	-	100.00%	99.21%	-3 bp	5 / 8 (62.5%)	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,100.0%;O3/O3a_06_wbdA,99.881%;O3/O3a_07_wbdB,100.0%;O3/O3a_08_wbdC,100.0%	O3/O3a_03_wzm;O3/O3a_04_wzt;O3/O3a_05_wbdD	0		0 / 8 (0%)		2	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,99.123%
GCA_901421925.1_38656_F01_genomic	O1/O2v2	O2afg	Very high		100.00%	98.53%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,98.785%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,97.987%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.256%;O1/O2v2_08_gmlC,97.741%;O1/O2v2_09_gmlB,98.777%;O1/O2v2_10_gmlA,99.206%		0		0 / 10 (0%)		1	O3/O3a_01_manC,98.517%
GCA_901421965.1_38015_G01_genomic	O3b	O3b	High	-*	100.00%	99.03%	+8 bp	7 / 8 (87.5%)	O3b_01_manC,99.788%;O3b_02_manB,87.662%;O3b_04_wzt,99.769%;O3b_05_wbdD,99.27%;O3b_06_wbdA,99.762%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%	O3b_03_wzm	0		0 / 8 (0%)		0	
GCA_901422025.1_38445_C01_genomic	O3b	O3b	Very high		100.00%	99.15%	0 bp	8 / 8 (100%)	O3b_01_manC,99.788%;O3b_02_manB,99.349%;O3b_03_wzm,99.237%;O3b_04_wzt,99.769%;O3b_05_wbdD,99.854%;O3b_06_wbdA,99.762%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		3	O3b_01_manC,99.576%;O3/O3a_02_manB,98.904%;O3/O3a_02_manB,98.904%
GCA_901422065.1_40345_F01_genomic	O1/O2v1	O1ab	Very high		100.00%	98.64%	-1 bp	7 / 7 (100%)	O1/O2v1_01_wzm,99.609%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,98.182%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.206%;O1/O2v1_07_kfoC,98.633%		0		0 / 7 (0%)		2	Extra_genes_wbbY_01_wbbY,99.73%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_901482415.1_43908_C02_genomic	O3/O3a	O3/O3a	Very high	*	100.00%	95.54%	0 bp	8 / 8 (100%)	O3/O3a_01_manC,99.788%;O3/O3a_02_manB,100.0%;O3/O3a_03_wzm,98.473%;O3/O3a_04_wzt,98.611%;O3/O3a_05_wbdD,94.64%;O3/O3a_06_wbdA,97.265%;O3/O3a_07_wbdB,99.738%;O3/O3a_08_wbdC,100.0%		0		0 / 8 (0%)		0	
GCA_901482715.1_42925_D01_genomic	O1/O2v2	O1ab	None	-	61.58%	99.15%	-3158 bp	6 / 10 (60%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_07_kfoC,99.007%;O1/O2v2_08_gmlC,98.768%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,99.206%	O1/O2v2_03_wbbM;O1/O2v2_04_glf;O1/O2v2_05_wbbN;O1/O2v2_06_wbbO	0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.703%;O3/O3a_01_manC,99.576%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_901542315.1_44087_B02_genomic	O1/O2v1	O2a	High	-	100.00%	98.46%	+1063 bp	6 / 7 (85.7%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,99.595%;O1/O2v1_03_wbbM,99.525%;O1/O2v1_04_glf,99.481%;O1/O2v1_05_wbbN,98.658%;O1/O2v1_07_kfoC,98.633%	O1/O2v1_06_wbbO	0		0 / 7 (0%)		2	O3b_01_manC,100.0%;O3/O3a_02_manB,98.684%
GCA_901542455.1_40345_E01_genomic	O1/O2v1	O1ab	Good	-+*	96.83%	72.25%	+9 bp	4 / 7 (57.1%)	O1/O2v1_01_wzm,91.406%;O1/O2v1_02_wzt,93.522%;O1/O2v1_04_glf,86.753%;O1/O2v1_06_wbbO,84.127%	O1/O2v1_03_wbbM;O1/O2v1_05_wbbN;O1/O2v1_07_kfoC	1	O1/O2v3_03_wbbM,82.092%	0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,93.252%;OL104_01_manC,98.517%;OL104_02_manB,97.149%;Extra_genes_wbbZ_01_wbbZ,89.63%
GCA_019927265.1_ASM1992726v1_genomic	O1/O2v2	O2afg	Very high		100.00%	98.37%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.759%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	O12_01_rfbB,98.31%;OL13_03_rfbD,98.99%;OL13_02_rfbA,98.276%;OL13_04_rfbC,97.838%
GCA_019927285.1_ASM1992728v1_genomic	OL13	O13	Good	?*	100.00%	91.99%	n/a	9 / 9 (100%)	OL13_01_rfbB,97.183%;OL13_02_rfbA,97.77%;OL13_03_rfbD,98.653%;OL13_04_rfbC,96.591%;OL13_05_wbbL,98.917%;OL13_06_wzm,98.921%;OL13_07_wzt,99.324%;OL13_08_wbbB,95.711%;OL13_09_glycosylhydrolase,92.157%		0		0 / 9 (0%)		1	O12_01_rfbB,97.746%
GCA_019927305.1_ASM1992730v1_genomic	O3b	O3b	Very high		100.00%	99.29%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.783%;O3b_03_wzm,98.473%;O3b_04_wzt,99.537%;O3b_05_wbdD,99.708%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.738%;O3b_08_wbdC,99.731%		0		0 / 8 (0%)		6	O3/O3a_01_manC,95.127%;OL104_02_manB,92.527%;O12_01_rfbB,94.366%;OL13_03_rfbD,98.653%;OL13_02_rfbA,96.875%;OL102_04_rfbC,92.973%
GCA_019927315.1_ASM1992731v1_genomic	O1/O2v2	O1ab	Good	?	100.00%	98.48%	n/a	10 / 10 (100%)	O1/O2v2_01_wzm,99.609%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.576%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.973%;O1/O2v2_06_wbbO,99.735%;O1/O2v2_07_kfoC,99.504%;O1/O2v2_08_gmlC,97.536%;O1/O2v2_09_gmlB,99.083%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,99.123%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_019927325.1_ASM1992732v1_genomic	O1/O2v1	O1ab	Very high		100.00%	99.95%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,99.664%;O1/O2v1_06_wbbO,100.0%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,100.0%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_019927345.1_ASM1992734v1_genomic	O1/O2v1	O1ab	Very high		100.00%	99.96%	0 bp	7 / 7 (100%)	O1/O2v1_01_wzm,100.0%;O1/O2v1_02_wzt,100.0%;O1/O2v1_03_wbbM,100.0%;O1/O2v1_04_glf,100.0%;O1/O2v1_05_wbbN,100.0%;O1/O2v1_06_wbbO,99.735%;O1/O2v1_07_kfoC,100.0%		0		0 / 7 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3b_01_manC,100.0%;O3/O3a_02_manB,98.904%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_019927385.1_ASM1992738v1_genomic	O4	O4	Good	?-	100.00%	99.73%	n/a	5 / 6 (83.3%)	O4_01_hydrolase,99.666%;O4_02_hypothetical,99.734%;O4_03_hypothetical,99.575%;O4_04_wzt,100.0%;O4_05_wzm,98.77%	O4_06_glycosyltransferase	0		0 / 6 (0%)		0	
GCA_019927405.1_ASM1992740v1_genomic	O1/O2v2	O1ab	Very high		100.00%	99.14%	-2 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.595%;O1/O2v2_03_wbbM,99.842%;O1/O2v2_04_glf,99.221%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,100.0%;O1/O2v2_07_kfoC,98.263%;O1/O2v2_08_gmlC,97.947%;O1/O2v2_09_gmlB,99.694%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.73%;O3/O3a_01_manC,99.153%;O3/O3a_02_manB,98.684%;Extra_genes_wbbZ_01_wbbZ,99.259%
GCA_019927425.1_ASM1992742v1_genomic	OL13	O13	Good	?+*	100.00%	92.24%	n/a	9 / 9 (100%)	OL13_01_rfbB,97.183%;OL13_02_rfbA,97.77%;OL13_03_rfbD,98.571%;OL13_04_rfbC,96.757%;OL13_05_wbbL,98.917%;OL13_06_wzm,98.921%;OL13_07_wzt,99.324%;OL13_08_wbbB,95.542%;OL13_09_glycosylhydrolase,92.199%		1	O12_04_rfbC,96.757%	0 / 9 (0%)		1	O12_01_rfbB,97.746%
GCA_019927435.1_ASM1992743v1_genomic	O3b	O3b	Good	?-	100.00%	99.12%	n/a	6 / 8 (75%)	O3b_02_manB,99.764%;O3b_03_wzm,99.237%;O3b_04_wzt,99.306%;O3b_05_wbdD,99.563%;O3b_06_wbdA,99.643%;O3b_07_wbdB,99.476%	O3b_01_manC;O3b_08_wbdC	0		0 / 8 (0%)		0	
GCA_019927465.1_ASM1992746v1_genomic	O1/O2v2	O1ab	Very high		100.00%	98.50%	0 bp	10 / 10 (100%)	O1/O2v2_01_wzm,100.0%;O1/O2v2_02_wzt,99.19%;O1/O2v2_03_wbbM,98.734%;O1/O2v2_04_glf,98.961%;O1/O2v2_05_wbbN,98.993%;O1/O2v2_06_wbbO,99.469%;O1/O2v2_07_kfoC,98.511%;O1/O2v2_08_gmlC,97.331%;O1/O2v2_09_gmlB,99.388%;O1/O2v2_10_gmlA,100.0%		0		0 / 10 (0%)		4	Extra_genes_wbbY_01_wbbY,99.865%;OL104_01_manC,91.314%;O3/O3a_02_manB,92.747%;Extra_genes_wbbZ_01_wbbZ,99.63%
GCA_019927485.1_ASM1992748v1_genomic	O3b	O3b	Very high		100.00%	98.58%	0 bp	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,99.349%;O3b_03_wzm,99.237%;O3b_04_wzt,98.38%;O3b_05_wbdD,99.417%;O3b_06_wbdA,99.881%;O3b_07_wbdB,99.738%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		6	O3/O3a_01_manC,94.703%;O5_02_manB,90.989%;O12_01_rfbB,93.239%;OL102_02_rfbA,94.792%;OL13_03_rfbD,90.236%;O12_04_rfbC,92.432%
GCA_019927505.1_ASM1992750v1_genomic	O3b	O3b	Good	?	100.00%	99.75%	n/a	8 / 8 (100%)	O3b_01_manC,100.0%;O3b_02_manB,100.0%;O3b_03_wzm,100.0%;O3b_04_wzt,100.0%;O3b_05_wbdD,100.0%;O3b_06_wbdA,100.0%;O3b_07_wbdB,98.953%;O3b_08_wbdC,100.0%		0		0 / 8 (0%)		4	O12_01_rfbB,98.31%;O12_03_rfbD,98.99%;OL13_02_rfbA,97.222%;O12_04_rfbC,97.297%
GCA_019927525.1_ASM1992752v1_genomic	O4	O4	Very high		100.00%	99.66%	0 bp	6 / 6 (100%)	O4_01_hydrolase,99.499%;O4_02_hypothetical,99.748%;O4_03_hypothetical,99.433%;O4_04_wzt,100.0%;O4_05_wzm,98.77%;O4_06_glycosyltransferase,99.476%		0		0 / 6 (0%)		0	
