Assembly	Best match locus	Best match type	Match confidence	Problems	Coverage	Identity	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details
GCA_900451275.1_36672_F01_genomic	KL13	K13	None	-*	100.00%	98.52%	+1338 bp	9 / 19 (47.4%)	KL13_01_galF,99.668%;KL13_02_cpsACP,98.913%;KL13_05_wzb,100.0%;KL13_07_wcuD,94.241%;KL13_09_wzy,84.198%;KL13_10_wcuF,89.306%;KL13_16_gnd,100.0%;KL13_18_manB,99.574%;KL13_19_ugd,100.0%	KL13_03_wzi;KL13_04_wza;KL13_06_wzc;KL13_08_wclX;KL13_11_wzx;KL13_12_wcuL;KL13_13_wcoW;KL13_14;KL13_15_wcaJ;KL13_17_manC	0		0 / 19 (0%)		2	KL50_10,99.434%;KL150_19_gmd,99.104%
GCA_900451285.1_52313_E01_genomic	KL2	K2	Very high		100.00%	98.39%	0 bp	18 / 18 (100%)	KL2_01_galF,99.331%;KL2_02_cpsACP,99.048%;KL2_03_wzi,98.614%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.723%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,98.971%;KL2_12,98.96%;KL2_13,99.103%;KL2_14_wcaJ,99.785%;KL2_15_gnd,98.934%;KL2_16_manC,99.364%;KL2_17_manB,99.781%;KL2_18_ugd,100.0%		0		0 / 18 (0%)		4	KL40_03_wcpO,97.095%;KL40_04,99.752%;KL40_05_rfaG,99.213%;KL150_19_gmd,98.209%
GCA_900451315.1_44310_H01_genomic	KL1	K1	Very high		100.00%	99.48%	-1 bp	20 / 20 (100%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.667%;KL1_03_wzi,99.582%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,98.172%;KL1_07_wzx,99.767%;KL1_08_wclY,99.72%;KL1_09_wzy,100.0%;KL1_10_wcsS,99.728%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.424%;KL1_14_wcaH,100.0%;KL1_15_wcaI,99.753%;KL1_16_wcaJ,99.359%;KL1_17_gnd,99.787%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_900451325.1_37419_B02_genomic	KL18	K18	None	?-+*	93.33%	75.32%	n/a	8 / 21 (38.1%)	KL18_01_galF,91.304%;KL18_05_wzb,81.379%;KL18_07_wcaJ,83.824%;KL18_16_gnd,97.655%;KL18_17_rmlB,93.239%;KL18_19_rmlD,89.226%;KL18_20_rmlC,93.514%;KL18_21_ugd,95.63%	KL18_02_cpsACP;KL18_03_wzi;KL18_04_wza;KL18_06_wzc;KL18_08_wcaA;KL18_09_wcuM;KL18_10_wbbL;KL18_11_wckF;KL18_12_wzy;KL18_13;KL18_14_wcuH;KL18_15_wzx;KL18_18_rmlA	2	KL114_03_wzi,85.085%;KL26_02_cpsACP,93.534%	0 / 21 (0%)		2	KL40_05_rfaG,82.632%;KL150_19_gmd,86.186%
GCA_900451335.1_32473_A01_genomic	KL47	K47	None	?-+*	91.50%	79.75%	n/a	11 / 19 (57.9%)	KL47_04_wza,91.557%;KL47_05_wzb,91.781%;KL47_06_wzc,87.936%;KL47_08_wcaA,83.389%;KL47_11_wzy,88.489%;KL47_14_gnd,97.655%;KL47_15_rmlB,93.521%;KL47_16_rmlA,94.138%;KL47_17_rmlD,89.562%;KL47_18_rmlC,93.514%;KL47_19_ugd,96.658%	KL47_01_galF;KL47_02_cpsACP;KL47_03_wzi;KL47_07_wcaJ;KL47_09;KL47_10_wcqC;KL47_12_wcuT;KL47_13_wzx	3	KL114_03_wzi,84.667%;KL29_02_cpsACP,96.121%;KL160_01_galF,90.556%	0 / 19 (0%)		2	KL40_05_rfaG,82.632%;KL150_19_gmd,84.478%
GCA_900451355.1_44787_B01_genomic	KL3	K3	Very high		100.00%	99.61%	0 bp	19 / 19 (100%)	KL3_01_galF,99.666%;KL3_02_cpsACP,96.97%;KL3_03_wzi,100.0%;KL3_04_wza,100.0%;KL3_05_wzb,100.0%;KL3_06_wzc,99.585%;KL3_07_wcaJ,100.0%;KL3_08,100.0%;KL3_09,99.705%;KL3_10_pglJ,100.0%;KL3_11,99.183%;KL3_12,99.742%;KL3_13_wzx,99.58%;KL3_14,99.756%;KL3_15_wbaZ,100.0%;KL3_16_gnd,99.795%;KL3_17_manC,99.788%;KL3_18_manB,99.562%;KL3_19_ugd,99.743%		0		0 / 19 (0%)		3	KL40_05_rfaG,98.684%;KL150_19_gmd,98.806%;KL150_19_gmd,84.685%
GCA_900451375.1_32473_G02_genomic	KL107	unknown (KL107)	None	?-+*	43.91%	78.19%	n/a	1 / 16 (6.2%)	KL107_16_ugd,83.117%	KL107_01_galF;KL107_02_cpsACP;KL107_03_wzi;KL107_04_wza;KL107_05_wzb;KL107_06_wzc;KL107_07_wbaP;KL107_08;KL107_09;KL107_10;KL107_11_gnd;KL107_12;KL107_13;KL107_14;KL107_15	1	KL160_01_galF,90.556%	0 / 16 (0%)		1	KL150_19_gmd,86.186%
GCA_900451385.1_45709_E01_genomic	KL1	K1	Very high		100.00%	99.48%	-1 bp	20 / 20 (100%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.19%;KL1_03_wzi,99.582%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,98.172%;KL1_07_wzx,99.767%;KL1_08_wclY,99.72%;KL1_09_wzy,100.0%;KL1_10_wcsS,99.728%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.424%;KL1_14_wcaH,100.0%;KL1_15_wcaI,99.753%;KL1_16_wcaJ,99.573%;KL1_17_gnd,99.787%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_900451395.1_58174_C01_genomic	KL43	K43	Very high		100.00%	99.47%	+1199 bp	19 / 19 (100%)	KL43_01_galF,99.666%;KL43_02_cpsACP,100.0%;KL43_03_wzi,99.792%;KL43_04_wza,100.0%;KL43_05_wzb,99.315%;KL43_06_wzc,99.723%;KL43_07_wcaJ,100.0%;KL43_08_wcuO,100.0%;KL43_09_wzy,99.735%;KL43_10_wcpY,99.501%;KL43_11_wcuE,99.698%;KL43_12_wbaZ,99.74%;KL43_13_wcuV,99.096%;KL43_14_wzx,99.792%;KL43_15_wcpZ,99.438%;KL43_16_gnd,99.36%;KL43_17_manC,100.0%;KL43_18_manB,100.0%;KL43_19_ugd,99.229%		0		0 / 19 (0%)		2	KL40_05_rfaG,97.319%;KL150_19_gmd,98.507%
GCA_900451405.1_31885_D02_genomic	KL149	unknown (KL149)	High	-	100.00%	98.15%	-1 bp	17 / 20 (85%)	KL149_01_galF,99.666%;KL149_02_cpsACP,98.095%;KL149_03_wzi,99.583%;KL149_04_wza,99.206%;KL149_05_wzb,100.0%;KL149_06_wzc,99.861%;KL149_07_wcaJ,100.0%;KL149_08,99.455%;KL149_09,100.0%;KL149_10_wzx,99.583%;KL149_12,100.0%;KL149_15_gnd,99.574%;KL149_16_rmlB,100.0%;KL149_17_rmlA,97.569%;KL149_18_rmlD,99.327%;KL149_19_rmlC,98.919%;KL149_20_ugd,99.743%	KL149_11;KL149_13;KL149_14	0		0 / 20 (0%)		4	KL50_10,99.245%;KL1_18_manC,99.576%;KL30_19_manB,99.145%;KL150_19_gmd,99.701%
GCA_900451415.1_36340_H01_genomic	KL1	K1	None	?-	71.57%	99.26%	n/a	9 / 20 (45%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.667%;KL1_03_wzi,99.576%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,98.333%;KL1_17_gnd,100.0%;KL1_18_manC,100.0%;KL1_19_manB,99.781%	KL1_07_wzx;KL1_08_wclY;KL1_09_wzy;KL1_10_wcsS;KL1_11_wcsT;KL1_12_gmd;KL1_13_wcaG;KL1_14_wcaH;KL1_15_wcaI;KL1_16_wcaJ;KL1_20_ugd	0		0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_900451425.1_45753_B01_genomic	KL5	K5	Good	?-*	99.46%	99.32%	n/a	16 / 19 (84.2%)	KL5_01_galF,98.997%;KL5_02_cpsACP,90.476%;KL5_03_wzi,99.604%;KL5_04_wza,100.0%;KL5_05_wzb,99.31%;KL5_07,100.0%;KL5_08_wzx,99.584%;KL5_09,100.0%;KL5_12,99.365%;KL5_13,100.0%;KL5_14,100.0%;KL5_15_wcaJ,99.573%;KL5_16_gnd,99.787%;KL5_17_manC,99.576%;KL5_18_manB,99.562%;KL5_19_ugd,100.0%	KL5_06_wzc;KL5_10;KL5_11	0		0 / 19 (0%)		2	KL40_05_rfaG,97.105%;KL150_19_gmd,99.403%
GCA_900451435.1_32512_E01_genomic	KL38	K38	High	-	100.00%	99.95%	+4 bp	15 / 17 (88.2%)	KL38_01_galF,100.0%;KL38_02_cpsACP,100.0%;KL38_03_wzi,100.0%;KL38_06_wzc,99.861%;KL38_07_wcaJ,99.79%;KL38_08_wzy,99.756%;KL38_09_wctM,98.227%;KL38_10_wcaN,100.0%;KL38_11_wzx,99.77%;KL38_12_wckS,100.0%;KL38_13_wckR,100.0%;KL38_14,96.868%;KL38_15,100.0%;KL38_16_gnd,100.0%;KL38_17_ugd,100.0%	KL38_04_wza;KL38_05_wzb	0		0 / 17 (0%)		4	KL50_10,99.434%;KL14_19_manC,100.0%;KL30_19_manB,98.718%;KL150_19_gmd,99.403%
GCA_900451445.1_49923_D01_genomic	KL107	unknown (KL107)	Very high		99.99%	100.00%	0 bp	16 / 16 (100%)	KL107_01_galF,100.0%;KL107_02_cpsACP,100.0%;KL107_03_wzi,100.0%;KL107_04_wza,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.861%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%		0		0 / 16 (0%)		5	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%;KL150_19_gmd,84.923%
GCA_900451455.1_45532_C02_genomic	KL1	K1	Good	-+	100.00%	99.48%	-2 bp	19 / 20 (95%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.667%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,98.312%;KL1_07_wzx,99.767%;KL1_08_wclY,99.72%;KL1_09_wzy,100.0%;KL1_10_wcsS,99.728%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.424%;KL1_14_wcaH,100.0%;KL1_15_wcaI,99.753%;KL1_16_wcaJ,99.359%;KL1_17_gnd,100.0%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%	KL1_03_wzi	1	KL114_03_wzi,95.973%	0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_900451465.1_31436_F01_genomic	KL107	unknown (KL107)	None	?-	19.85%	83.29%	n/a	1 / 16 (6.2%)	KL107_01_galF,99.331%	KL107_02_cpsACP;KL107_03_wzi;KL107_04_wza;KL107_05_wzb;KL107_06_wzc;KL107_07_wbaP;KL107_08;KL107_09;KL107_10;KL107_11_gnd;KL107_12;KL107_13;KL107_14;KL107_15;KL107_16_ugd	0		0 / 16 (0%)		0	
GCA_900451475.1_46514_E02_genomic	KL4	K4	Low	-+	100.00%	99.87%	+12819 bp	22 / 24 (91.7%)	KL4_01_galF,99.661%;KL4_02_cpsACP,100.0%;KL4_04_HG290,100.0%;KL4_05_HG291,100.0%;KL4_06_wza,100.0%;KL4_07_wzb,100.0%;KL4_08_wzc,99.86%;KL4_09_HG292,100.0%;KL4_10_HG293,100.0%;KL4_11_wzx,100.0%;KL4_12_wcsW,100.0%;KL4_13_HG296,100.0%;KL4_14_wcuD,100.0%;KL4_15_wzy,99.775%;KL4_16_wcuI,100.0%;KL4_17_wcuF,100.0%;KL4_18_manC,100.0%;KL4_19_wzi,99.604%;KL4_21_wzb,99.31%;KL4_22_wzc,99.582%;KL4_23_wcaJ,100.0%;KL4_24_gnd,99.574%	KL4_03_wcuG;KL4_20_wza	2	KL1_18_manC,99.788%;KL137_19,80.105%	0 / 24 (0%)		4	KL30_19_manB,100.0%;KL1_20_ugd,100.0%;KL40_05_rfaG,97.632%;KL150_19_gmd,98.507%
GCA_900451495.1_44787_D01_genomic	KL4	K4	Good	-+	100.00%	99.85%	+4096 bp	22 / 24 (91.7%)	KL4_01_galF,99.661%;KL4_02_cpsACP,100.0%;KL4_04_HG290,100.0%;KL4_05_HG291,100.0%;KL4_06_wza,100.0%;KL4_07_wzb,100.0%;KL4_08_wzc,99.86%;KL4_09_HG292,100.0%;KL4_10_HG293,100.0%;KL4_11_wzx,100.0%;KL4_12_wcsW,100.0%;KL4_13_HG296,100.0%;KL4_14_wcuD,100.0%;KL4_15_wzy,99.775%;KL4_16_wcuI,100.0%;KL4_17_wcuF,100.0%;KL4_18_manC,100.0%;KL4_19_wzi,99.802%;KL4_21_wzb,99.31%;KL4_22_wzc,99.304%;KL4_23_wcaJ,100.0%;KL4_24_gnd,99.574%	KL4_03_wcuG;KL4_20_wza	1	KL1_18_manC,99.788%	0 / 24 (0%)		4	KL30_19_manB,100.0%;KL1_20_ugd,100.0%;KL40_05_rfaG,98.158%;KL150_19_gmd,98.209%
GCA_900451505.1_49923_E01_genomic	KL2	K2	Very high		100.00%	99.74%	+1 bp	18 / 18 (100%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.585%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.743%;KL2_10,100.0%;KL2_11_wzx,99.588%;KL2_12,99.31%;KL2_13,99.552%;KL2_14_wcaJ,99.785%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,99.743%		0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,100.0%
GCA_900451515.1_45532_D02_genomic	KL1	K1	High	-	100.00%	99.48%	-2 bp	19 / 20 (95%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.667%;KL1_03_wzi,99.582%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_07_wzx,99.767%;KL1_08_wclY,99.72%;KL1_09_wzy,100.0%;KL1_10_wcsS,99.728%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.424%;KL1_14_wcaH,100.0%;KL1_15_wcaI,99.753%;KL1_16_wcaJ,99.359%;KL1_17_gnd,100.0%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%	KL1_06_wzc	0		0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_900451525.1_31436_G01_genomic	KL57	K57	None	-	100.00%	96.67%	+31 bp	5 / 18 (27.8%)	KL57_01_galF,98.662%;KL57_03_wzi,98.333%;KL57_08_wzx,99.554%;KL57_09_wckX,99.204%;KL57_18_ugd,99.486%	KL57_02_cpsACP;KL57_04_wza;KL57_05_wzb;KL57_06_wzc;KL57_07_wcaJ;KL57_10_wckW;KL57_11_wzy;KL57_12;KL57_13_vanT;KL57_14_wbaZ;KL57_15_gnd;KL57_16_manC;KL57_17_manB	0		0 / 18 (0%)		1	KL137_19,97.368%
GCA_900451535.1_46514_D02_genomic	KL4	K4	Low	-+	100.00%	99.87%	+12819 bp	22 / 24 (91.7%)	KL4_01_galF,99.661%;KL4_02_cpsACP,100.0%;KL4_04_HG290,100.0%;KL4_05_HG291,100.0%;KL4_06_wza,100.0%;KL4_07_wzb,100.0%;KL4_08_wzc,99.86%;KL4_09_HG292,100.0%;KL4_10_HG293,100.0%;KL4_11_wzx,100.0%;KL4_12_wcsW,100.0%;KL4_13_HG296,100.0%;KL4_14_wcuD,100.0%;KL4_15_wzy,99.775%;KL4_16_wcuI,100.0%;KL4_17_wcuF,100.0%;KL4_18_manC,100.0%;KL4_19_wzi,99.604%;KL4_21_wzb,99.31%;KL4_22_wzc,99.582%;KL4_23_wcaJ,100.0%;KL4_24_gnd,99.574%	KL4_03_wcuG;KL4_20_wza	2	KL1_18_manC,99.788%;KL137_19,80.105%	0 / 24 (0%)		4	KL30_19_manB,100.0%;KL1_20_ugd,100.0%;KL40_05_rfaG,97.632%;KL150_19_gmd,98.507%
GCA_900451545.1_32512_D01_genomic	KL14	K14	Very high		100.00%	99.98%	0 bp	25 / 25 (100%)	KL14_01_galF,100.0%;KL14_02_cpsACP,100.0%;KL14_03_wzi,100.0%;KL14_04_wza,100.0%;KL14_05_wzb,100.0%;KL14_06_wzc,99.862%;KL14_07,100.0%;KL14_08_wzx,100.0%;KL14_09,100.0%;KL14_10,100.0%;KL14_11,100.0%;KL14_12,100.0%;KL14_13,100.0%;KL14_14,100.0%;KL14_15,100.0%;KL14_16,100.0%;KL14_17_wcaJ,99.785%;KL14_18_gnd,100.0%;KL14_19_manC,100.0%;KL14_20_manB,100.0%;KL14_21_rmlB,100.0%;KL14_22_rmlA,100.0%;KL14_23_rmlD,100.0%;KL14_24_rmlC,100.0%;KL14_25_ugd,100.0%		0		0 / 25 (0%)		4	KL50_10,99.057%;KL14_19_manC,100.0%;KL30_19_manB,99.145%;KL150_19_gmd,99.701%
GCA_900451555.1_45665_C01_genomic	KL1	K1	Very high		100.00%	99.48%	-1 bp	20 / 20 (100%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.667%;KL1_03_wzi,99.582%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,98.031%;KL1_07_wzx,99.767%;KL1_08_wclY,99.72%;KL1_09_wzy,100.0%;KL1_10_wcsS,99.728%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.424%;KL1_14_wcaH,100.0%;KL1_15_wcaI,99.753%;KL1_16_wcaJ,99.573%;KL1_17_gnd,99.787%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_900451565.1_31436_E01_genomic	KL2	K2	None	?-+*	78.64%	99.57%	n/a	5 / 18 (27.8%)	KL2_01_galF,83.453%;KL2_08,81.742%;KL2_12,89.333%;KL2_13,100.0%;KL2_15_gnd,99.569%	KL2_02_cpsACP;KL2_03_wzi;KL2_04_wza;KL2_05_wzb;KL2_06_wzc;KL2_07;KL2_09;KL2_10;KL2_11_wzx;KL2_14_wcaJ;KL2_16_manC;KL2_17_manB;KL2_18_ugd	2	KL150_20_manC,89.474%;KL3_02_cpsACP,89.423%	0 / 18 (0%)		0	
GCA_900451575.1_36734_E01_genomic	KL64	K64	Very high		100.00%	99.90%	+1 bp	24 / 24 (100%)	KL64_01_galF,100.0%;KL64_02_cpsACP,100.0%;KL64_03_wzi,100.0%;KL64_04_wza,100.0%;KL64_05_wzb,100.0%;KL64_06_wzc,100.0%;KL64_07_wzx,99.803%;KL64_08_wcoV,100.0%;KL64_09,100.0%;KL64_10_wzy,100.0%;KL64_11_wcoU,99.693%;KL64_12_wcoT,99.71%;KL64_13_wcsF,99.733%;KL64_14_wcuK,100.0%;KL64_15_wbaZ,99.74%;KL64_16_wcaJ,100.0%;KL64_17_gnd,100.0%;KL64_18_manC,100.0%;KL64_19_manB,100.0%;KL64_20_rmlB,100.0%;KL64_21_rmlA,99.655%;KL64_22_rmlD,100.0%;KL64_23_rmlC,100.0%;KL64_24_ugd,100.0%		0		0 / 24 (0%)		2	KL40_05_rfaG,98.158%;KL150_19_gmd,98.806%
GCA_900451585.1_32868_D02_genomic	KL2	K2	None	-+	100.00%	99.58%	+22 bp	11 / 18 (61.1%)	KL2_01_galF,100.0%;KL2_02_cpsACP,100.0%;KL2_03_wzi,100.0%;KL2_07,99.721%;KL2_08,100.0%;KL2_09,99.724%;KL2_10,100.0%;KL2_11_wzx,98.501%;KL2_12,99.31%;KL2_13,99.552%;KL2_18_ugd,99.743%	KL2_04_wza;KL2_05_wzb;KL2_06_wzc;KL2_14_wcaJ;KL2_15_gnd;KL2_16_manC;KL2_17_manB	1	KL137_19,100.0%	0 / 18 (0%)		1	KL150_19_gmd,100.0%
GCA_900451595.1_45709_D01_genomic	KL1	K1	Very high		100.00%	99.49%	-1 bp	20 / 20 (100%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.667%;KL1_03_wzi,99.582%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,98.172%;KL1_07_wzx,99.767%;KL1_08_wclY,99.72%;KL1_09_wzy,100.0%;KL1_10_wcsS,99.728%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.424%;KL1_14_wcaH,100.0%;KL1_15_wcaI,99.753%;KL1_16_wcaJ,99.573%;KL1_17_gnd,99.787%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_900451605.1_45665_A01_genomic	KL1	K1	Very high		100.00%	99.49%	-1 bp	20 / 20 (100%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.667%;KL1_03_wzi,99.582%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,98.172%;KL1_07_wzx,99.767%;KL1_08_wclY,99.72%;KL1_09_wzy,100.0%;KL1_10_wcsS,99.728%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.424%;KL1_14_wcaH,100.0%;KL1_15_wcaI,99.753%;KL1_16_wcaJ,99.573%;KL1_17_gnd,99.787%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_900451615.1_45753_A01_genomic	KL1	K1	Very high		100.00%	99.49%	-2 bp	20 / 20 (100%)	KL1_01_galF,99.331%;KL1_02_cpsACP,96.667%;KL1_03_wzi,99.582%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,98.453%;KL1_07_wzx,99.767%;KL1_08_wclY,99.72%;KL1_09_wzy,100.0%;KL1_10_wcsS,99.728%;KL1_11_wcsT,99.415%;KL1_12_gmd,100.0%;KL1_13_wcaG,99.424%;KL1_14_wcaH,100.0%;KL1_15_wcaI,99.753%;KL1_16_wcaJ,99.359%;KL1_17_gnd,99.787%;KL1_18_manC,100.0%;KL1_19_manB,99.781%;KL1_20_ugd,100.0%		0		0 / 20 (0%)		2	KL40_05_rfaG,97.632%;KL150_19_gmd,99.403%
GCA_900451625.1_32512_C01_genomic	KL107	unknown (KL107)	Good	-	83.72%	99.99%	-2222 bp	14 / 16 (87.5%)	KL107_01_galF,100.0%;KL107_02_cpsACP,100.0%;KL107_05_wzb,100.0%;KL107_06_wzc,99.861%;KL107_07_wbaP,100.0%;KL107_08,100.0%;KL107_09,100.0%;KL107_10,100.0%;KL107_11_gnd,100.0%;KL107_12,100.0%;KL107_13,100.0%;KL107_14,100.0%;KL107_15,100.0%;KL107_16_ugd,100.0%	KL107_03_wzi;KL107_04_wza	0		0 / 16 (0%)		5	KL40_03_wcpO,99.19%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%;KL150_19_gmd,84.923%
GCA_900451635.1_32512_G01_genomic	KL110	unknown (KL110)	High	-	100.00%	99.06%	-6 bp	19 / 20 (95%)	KL110_01_galF,99.666%;KL110_02_cpsACP,99.048%;KL110_03_wzi,98.958%;KL110_04_wza,100.0%;KL110_05_wzb,98.621%;KL110_06_wzc,98.617%;KL110_07_wcuE,99.698%;KL110_08_wckV,100.0%;KL110_10_wctD,100.0%;KL110_11_wbaZ,100.0%;KL110_12_wbaP,99.581%;KL110_13_wcuC,99.408%;KL110_14_wzy,100.0%;KL110_15_wzx,99.792%;KL110_16_wcpZ,98.596%;KL110_17_gnd,100.0%;KL110_18_manC,99.576%;KL110_19_manB,99.781%;KL110_20_ugd,99.486%	KL110_09	0		0 / 20 (0%)		4	KL50_10,99.434%;KL14_19_manC,99.788%;KL30_19_manB,98.718%;KL150_19_gmd,99.104%
GCA_900451645.1_58174_D01_genomic	KL4	K4	Low	?-+	92.97%	99.00%	n/a	21 / 24 (87.5%)	KL4_01_galF,99.661%;KL4_02_cpsACP,100.0%;KL4_04_HG290,100.0%;KL4_05_HG291,100.0%;KL4_06_wza,100.0%;KL4_07_wzb,100.0%;KL4_08_wzc,99.86%;KL4_09_HG292,100.0%;KL4_10_HG293,100.0%;KL4_11_wzx,100.0%;KL4_12_wcsW,100.0%;KL4_13_HG296,100.0%;KL4_14_wcuD,100.0%;KL4_15_wzy,99.775%;KL4_16_wcuI,100.0%;KL4_17_wcuF,100.0%;KL4_18_manC,100.0%;KL4_21_wzb,99.31%;KL4_22_wzc,99.582%;KL4_23_wcaJ,100.0%;KL4_24_gnd,99.574%	KL4_03_wcuG;KL4_19_wzi;KL4_20_wza	1	KL1_18_manC,99.788%	0 / 24 (0%)		5	KL30_19_manB,100.0%;KL1_20_ugd,100.0%;KL40_05_rfaG,97.632%;KL150_19_gmd,98.507%;KL137_19,80.105%
GCA_900451655.1_45532_E02_genomic	KL1	K1	High	-	100.00%	99.99%	-1 bp	19 / 20 (95%)	KL1_01_galF,100.0%;KL1_02_cpsACP,100.0%;KL1_03_wzi,100.0%;KL1_04_wza,100.0%;KL1_05_wzb,100.0%;KL1_06_wzc,100.0%;KL1_07_wzx,100.0%;KL1_08_wclY,100.0%;KL1_09_wzy,100.0%;KL1_10_wcsS,100.0%;KL1_11_wcsT,100.0%;KL1_13_wcaG,99.712%;KL1_14_wcaH,100.0%;KL1_15_wcaI,100.0%;KL1_16_wcaJ,100.0%;KL1_17_gnd,100.0%;KL1_18_manC,100.0%;KL1_19_manB,100.0%;KL1_20_ugd,100.0%	KL1_12_gmd	0		0 / 20 (0%)		4	KL40_03_wcpO,97.976%;KL40_04,99.504%;KL40_05_rfaG,99.738%;KL150_19_gmd,99.104%
GCA_900451675.1_39304_F01_genomic	KL2	K2	High	-	100.00%	99.94%	+778 bp	17 / 18 (94.4%)	KL2_01_galF,100.0%;KL2_02_cpsACP,99.524%;KL2_03_wzi,100.0%;KL2_04_wza,100.0%;KL2_05_wzb,100.0%;KL2_06_wzc,99.862%;KL2_07,100.0%;KL2_08,100.0%;KL2_09,100.0%;KL2_10,100.0%;KL2_11_wzx,100.0%;KL2_12,99.483%;KL2_13,100.0%;KL2_15_gnd,99.574%;KL2_16_manC,100.0%;KL2_17_manB,100.0%;KL2_18_ugd,100.0%	KL2_14_wcaJ	0		0 / 18 (0%)		2	KL40_05_rfaG,97.895%;KL150_19_gmd,99.701%
