strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_type	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_type	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
GCA_900451785.1_37509_G01_genomic	Klebsiella pneumoniae	strong	5	4761264	4761264	5650084	no	-	ST3773	5	0	0	0	ybt 12; ICEKp10 (truncated)	127-5LV	clb 1 (truncated)	57-5LV	iuc 2A	54	-	0	rmp 2A; plasmid/chr	109	-	-	unknown (KL3)	unknown (K3)	-*	None	99.52%	KL3_03_wzi,KL3_08,KL3_14,KL3_15_wbaZ,KL3_16_gnd,KL3_19_ugd	O1/O2v1	O1ab (O2ac)	-	High	98.26%	O1/O2v1_01_wzm,O1/O2v1_03_wbbM	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST3773	5	165	269	1	9	6	11	39*-35%	1*-19%	49*-61%	1*-68%	1	223*-32%	123-2%	1	36	49	13	4	34	1*-31%	3	1	3	1	6*-59%	3	1	1	8	14*-12%	1*-7%	1*	30	4	3	3	12	3*	-	-	-	32	59	7	rmpA_91*-0%
GCA_900451795.1_39130_E01_genomic	Klebsiella pneumoniae	strong	3	4279756	4279756	5586131	no	-	ST3772 (subsp. rhinoscleromatis)	4	0	0	0	ybt 11; ICE_rhino (truncated)	308	-	0	iuc 4	30	-	0	rmp 4; chromosomal (truncated)	110	-	wzi135	KL3	K3	none	Very high	99.49%		O1/O2v2	O2afg	?-	Good	98.52%	O1/O2v2_08_gmlC,O1/O2v2_09_gmlB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-206	-	-	-	-	-	-	ST3772	2	1	9	248	15	5	28	6	6	7	4	1	10-11%	226	61	6	6	114	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	5	4	4	5	-	7*-2%	-	-	10-47%	39	36-47%	iroD_9*-56%
GCA_900451805.1_38732_F01_genomic	Klebsiella pneumoniae	strong	6	3734821	3734821	5523055	no	-	ST3770	4	0	0	0	ybt 11; ICE_rhino (truncated)	311-3LV	-	0	iuc unknown	0	-	0	rmp unknown	0	-	wzi135	KL3	K3	?-	Good	99.47%	KL3_08,KL3_13_wzx	O1/O2v2	O2afg	?-*	Good	98.48%	O1/O2v2_08_gmlC,O1/O2v2_09_gmlB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-206	-	-	-	-	-	-	ST3770	212	1	9	1	392	5	526	6	6	7	88*-4%	1	217*-11%	221*-8%	59	6	6	109	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4*-11%	5*-22%	26*-7%	4	5*-37%	-	-	-	-	35*	39*-84%	15*-38%	iroC_7*-0%;iroD_9*-34%
GCA_900451815.1_39111_D02_genomic	Klebsiella pneumoniae	strong	2	5505947	5505947	5633865	no	-	ST1227	1	0	0	0	ybt 16; ICEKp12	284	-	0	-	0	-	0	-	0	-	wzi23	KL14	K14	none	Very high	99.78%		O5	O5	*	High	94.31%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-210	-	-	-	-	-	-	ST1227	12	1	20	1	56	4	161	6	15	5	4	11	26	23	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451825.1_40400_A01_genomic	Klebsiella pneumoniae	strong	6	5319664	5319664	5826044	no	-	ST91 (subsp. ozaenae)	4	0	0	0	ybt 16; ICEKp12 (truncated)	296	-	0	iuc 2A	56	-	0	-	0	-	wzi5	KL5	K5	-*	High	99.32%	KL5_08_wzx,KL5_17_manC	O1/O2v1	unknown (O1/O2v1)	none	Very high	98.44%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST91	10	6	1	9	12	4	9	6	15	5	91	11	218-26%	236	2	11	4	116	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	4	3	20	6	-	-	23	-	-	-	-	iroC_5*-0%;iroB_2*-62%
GCA_900451835.1_38109_A01_genomic	Klebsiella pneumoniae	strong	16	636636	2348375	5854830	no	-	ST3784 (subsp. ozaenae)	3	0	1	0	-	0	-	0	iuc 2A	48	-	0	rmp unknown	0	-	wzi129	unknown (KL4)	unknown (K4)	?-+	None	99.65%	KL4_01_galF,KL4_06_wza,KL4_11_wzx,KL4_12_wcsW,KL4_15_wzy,KL4_18_manC,KL4_19_wzi,KL4_20_wza,KL4_21_wzb,KL4_22_wzc	O1/O2v1	O2a	-	High	98.34%	O1/O2v1_04_glf,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OmpK35-32%;OmpK36-0%	PmrB-42%	-	SHV-11.v1*-29%	-	ST3784	218	6	1	9	12	221	29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	34	18	11	28	6	-	-	-	-	33	60-38%	-	iroB_2*-62%
GCA_900451845.1_40400_D01_genomic	Klebsiella pneumoniae	strong	5	5301493	5301493	5583670	no	-	ST3	2	0	1	0	ybt 12; ICEKp10 (truncated)	128-3LV	clb 1 (truncated)	59-3LV	-	0	-	0	rmp 2A; plasmid/chr	9	-	wzi3	unknown (KL3)	unknown (K3)	-+	None	99.58%	KL3_08,KL3_11,KL3_12,KL3_19_ugd	O1/O2v1	unknown (O1/O2v1)	-	High	98.24%	O1/O2v1_01_wzm,O1/O2v1_03_wbbM	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	PmrB-74%	-	-	-	ST3	5	5	1	1	9	6	11	39	1	49	50	1	115*-54%	123*-2%	1	36	49*-70%	13	4*-23%	6*-22%	1	3	1	3	1	6	3	1*-52%	1	8	14	1	1	-	-	-	-	-	3*	-	-	-	25	8	7	-
GCA_900451855.1_40311_A01_genomic	Klebsiella pneumoniae	strong	5	5313263	5313263	5837171	no	-	ST91 (subsp. ozaenae)	4	0	0	0	ybt 16; ICEKp12 (truncated)	286-3LV	-	0	iuc 2A	53	iro unknown	0	-	0	-	wzi5	unknown (KL5)	unknown (K5)	+*	None	99.27%		O1/O2v1	unknown (O1/O2v1)	none	Very high	98.40%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST91	10	6	1	9	12	4	9	6	15*-40%	5*-54%	4	11	218*-26%	23	2	11	4	110	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	4	27	25	53	-	5*-0%	23	-	-	-	-	iroB_2*-62%
GCA_900451865.1_38732_E01_genomic	Klebsiella pneumoniae	strong	4	5256548	5256548	5439082	no	-	ST375	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi72	KL2	K2	none	Very high	98.39%		O1/O2v2	O1ab	none	Very high	98.98%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST375	43	1	2	1	10	4	13	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451875.1_39220_A01_genomic	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	3	5284644	5284644	5528186	no	-	ST489	0	1	4	4	-	0	-	0	-	0	-	0	-	0	-	wzi171	KL53	K53	none	Very high	98.37%		O3/O3a	O3/O3a	none	Very high	95.99%		ant(2'')-Ia	-	-	-	-	-	-	-	sul1*	-	-	-	OXA-2	-	SHV-18	-	-	OKP-B-6^	238A;240K	-	-	-	-	aadA6*	ST489	18	22	26	71	98	52	51	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451885.1_37637_E02_genomic	Klebsiella pneumoniae	strong	6	5300941	5300941	5737393	no	-	ST3	5	0	0	0	ybt 12; ICEKp10 (truncated)	126	clb 1	59	iuc 2A	55	-	0	rmp 2A; plasmid/chr	111	-	wzi3	KL3	K3	none	Very high	99.60%		O1/O2v1	O1ab	none	Very high	98.26%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST3	5	5	1	1	9	6	11	39	1	49	1	1	115	123-2%	1	36	49	13	4	6	1	3	1	3	1	6	3	1	1	8	14	1	1	31	4	3	3	12	3*	-	-	-	25	8	37	rmpA_91*-0%
GCA_900451895.1_40400_B01_genomic	Klebsiella pneumoniae	strong	8	5204778	5204778	5743928	no	-	ST91 (subsp. ozaenae)	3	0	0	0	-	0	-	0	iuc 2A	57	iro unknown	0	-	0	-	wzi5	KL5	K5	*	Very high	99.25%		O1/O2v1	O2ac	-	High	98.41%	O1/O2v1_01_wzm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST91	10	6	1	9	12	4	9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	4	3	20	6	-	5*-0%	23	-	-	-	-	iroB_2*-62%
GCA_900451905.1_37419_F02_genomic	Klebsiella pneumoniae	strong	5	5214885	5214885	5495393	no	-	ST3778	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi31	KL31	K31	-	High	99.56%	KL31_09_wzy,KL31_10_wcuC	O3b	O3b	none	Very high	99.40%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-26	-	-	-	-	-	-	ST3778	2	3	271	1	9	7	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451915.1_36725_D01_genomic	Klebsiella pneumoniae	strong	3	5203286	5203286	5543559	no	-	ST1411	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL61)	unknown (K61)	?-*	None	96.27%	KL61_03_wzi,KL61_04_wza,KL61_05_wzb,KL61_06_wzc,KL61_07_wclQ,KL61_08_wcuQ,KL61_09_wzy,KL61_10_wclP,KL61_11_wzx,KL61_12_wcqZ,KL61_13_wcuK,KL61_15_wcaJ	O5	O5	*	High	94.28%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST1411	2	1	20	2	1	1	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451925.1_36340_G02_genomic	Klebsiella pneumoniae	strong	9	5318766	5318766	5760785	no	-	ST3759	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi37	unknown (KL22)	unknown (K22)	?-+	None	99.45%	KL22_08,KL22_11_wzx,KL22_13,KL22_14,KL22_17	O1/O2v1	O2a	?-	Good	98.09%	O1/O2v1_01_wzm,O1/O2v1_04_glf,O1/O2v1_05_wbbN	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-33^	-	-	-	-	-	-	ST3759	2	161	2	1	10	1	19	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451945.1_36734_B01_genomic	Klebsiella michiganensis	strong	4	2328266	2841166	5951078	no	-	NA	2	0	0	0	-	0	clb unknown	0	-	0	-	0	-	0	-	-	KL70	K70	-+*	Good	99.99%	KL70_12_wcuT	O1/O2v1	O1ab	-*	Good	72.29%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-1-1*-67%	-	NA	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1*	10*	13*-33%	2*-23%	4*	2*-0%	2*-87%	3*-32%	19*-15%	2*-40%	1*-76%	24*-26%	3*	1*	2*	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451955.1_36603_G01_genomic	Klebsiella pneumoniae	strong	5	5161187	5161187	5645154	no	-	ST14	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi2	unknown (KL2)	unknown (K2)	-	None	99.57%	KL2_05_wzb,KL2_06_wzc,KL2_07,KL2_08,KL2_10,KL2_12,KL2_13,KL2_14_wcaJ	O1/O2v1	O1ab	-	High	99.80%	O1/O2v1_04_glf,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-28.v1^	-	-	-	-	-	-	ST14	1	6	1	1	1	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451965.1_36672_E01_genomic	Klebsiella pneumoniae	strong	5	5322676	5322676	5652772	no	-	ST150	0	0	2	1	-	0	-	0	-	0	-	0	-	0	-	wzi111	KL25	K25	-	High	99.78%	KL25_07_wcaJ,KL25_08_wzy,KL25_09_wfeD	O3/O3a	O3/O3a	-	High	98.15%	O3/O3a_08_wbdC	-	-	-	-	-	-	catA1^	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	PmrB-80%	-	fosA7*-15%	strB.v1?-0%	ST150	2	5	2	28	4	1	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451975.1_37277_B01_genomic	Klebsiella pneumoniae	strong	3	4827558	4827558	5394660	no	-	ST499	0	0	1	0	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL33)	unknown (K33)	-	None	99.97%	KL33_09_wckM,KL33_11_wcuQ,KL33_15_manB,KL33_19_wckJ	O3b	O3b	-	High	99.22%	O3b_04_wzt,O3b_05_wbdD	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1	-	-	PmrB-74%	-	-	-	ST499	2	1	5	2	7	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451985.1_32473_F02_genomic	Klebsiella variicola subsp. variicola	strong	2	5440577	5440577	5548353	no	-	ST3815	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi436	KL28	K28	-*	High	91.07%	KL28_06_wzc	unknown (O5)	unknown (O5)	-	None	99.45%	O5_03_wzm,O5_04_wzt,O5_05_wbdD,O5_08_wbdC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-2*-75%	-	ST3815	16	24	227	49	83	22	124	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900451995.1_36252_D01_genomic	Klebsiella pneumoniae	strong	2	5221168	5221168	5419919	no	-	ST290	3	0	1	0	-	0	-	0	iuc unknown	0	-	0	-	0	-	wzi21	KL21	K21	-*	High	98.56%	KL21_06_wzc	O1/O2v1	O1ab	none	Very high	98.11%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1;SHV-1	-	-	PmrB-42%	-	SHV-1*-44%	-	ST290	2	1	1	37	10	1	86	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	14*-22%	22*-74%	22	13*-6%	-	-	-	-	-	-	-	iucA_12*-0%
GCA_900452005.1_37430_B01_genomic	Klebsiella variicola subsp. variicola	strong	2	5486478	5486478	5657678	no	-	ST3779	0	0	1	0	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL56)	unknown (K56)	-	None	96.82%	KL56_03_wzi,KL56_05_wzb,KL56_07_wcaJ,KL56_09_wcpK,KL56_10_wcpL	OL103	unknown (OL103)	-	High	96.57%	OL103_03_wzt,OL103_04_hydrolase,OL103_06_wbbL	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-16^	-	-	MgrB-17%	-	-	-	ST3779	215	18	109	32	146	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452015.1_36340_D02_genomic	Klebsiella pneumoniae	strong	9	4606444	4606444	5643040	no	-	ST215	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi247	unknown (KL16)	unknown (K16)	-+	None	99.96%	KL16_03_wzi,KL16_04_wza,KL16_13_gmd,KL16_14_fcl,KL16_16	O1/O2v1	O1ab	-	High	98.93%	O1/O2v1_03_wbbM,O1/O2v1_07_kfoC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1*-55%	-	ST215	2	1	38	37	10	4	18	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452025.1_36725_E01_genomic	Klebsiella pneumoniae	strong	7	5233889	5233889	5268645	no	-	ST309	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi42	unknown (KL42)	unknown (K42)	-+*	None	99.83%	KL42_03_wzi,KL42_04_wza,KL42_07_wcaJ,KL42_08_wcuO,KL42_10_wcpV,KL42_11_wcpW,KL42_14_algC,KL42_16_wckH,KL42_17_wzx,KL42_19_gnd,KL42_20_ugd	unknown (O4)	unknown (O4)	-	None	99.36%	O4_01_hydrolase,O4_02_hypothetical,O4_03_hypothetical,O4_04_wzt,O4_06_glycosyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST309	2	9	2	1	13	1	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452035.1_31885_E02_genomic	Klebsiella pneumoniae	strong	6	5374653	5374653	5880173	no	-	ST3802 (subsp. ozaenae)	4	0	0	0	ybt 10; ICEKp4 (truncated)	101-5LV	-	0	iuc 2A	40	-	0	rmp unknown	0	-	wzi3	unknown (KL3)	unknown (K3)	-+*	None	99.31%	KL3_01_galF,KL3_04_wza,KL3_07_wcaJ,KL3_08,KL3_09,KL3_10_pglJ,KL3_11,KL3_12,KL3_14,KL3_16_gnd	O1/O2v1	unknown (O1/O2v1)	-	High	98.06%	O1/O2v1_03_wbbM,O1/O2v1_04_glf,O1/O2v1_05_wbbN	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	OmpK35-43%;OmpK36-23%	-	-	-	-	ST3802	10	6	273	252	12	4	538	3*-27%	12	78-17%	84*-4%	20	213*-16%	214*-20%	3	10	56	104*-38%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	4	3	20	6	-	-	-	-	31	21*-36%	-	-
GCA_900452045.1_55064_E01_genomic	Klebsiella pneumoniae	strong	10	1357782	1862251	5594577	no	-	ST3	2	0	0	0	ybt 12; ICEKp10 (truncated)	128-1LV	clb 1	59	-	0	-	0	rmp 2A; plasmid/chr (truncated)	112	-	wzi3	KL3	K3	none	Very high	99.60%		O1/O2v1	O1ab	none	Very high	98.28%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST3	5	5	1	1	9	6	11	39	1	49	50	1	115	123-2%	1	36	49	108-9%	4	6	1	3	1	3	1	6	3	1	1	8	14	1	1	-	-	-	-	-	3*	-	-	-	25	8	38-77%	-
GCA_900452055.1_37277_A01_genomic	Klebsiella pneumoniae	strong	2	5200132	5200132	5381610	no	-	ST3775	0	0	1	1	-	0	-	0	-	0	-	0	-	0	-	wzi19	unknown (KL19)	unknown (K19)	-*	None	94.89%	KL19_02_cpsACP,KL19_05_wzb,KL19_06_wzc,KL19_16_rmlB	O1/O2v2	O1ab	none	Perfect	100.00%		-	-	-	-	-	-	-	-	sul2	-	-	-	-	-	-	-	-	SHV-110^	156D;35Q	-	-	-	-	-	ST3775	2	5	1	234	1	4	8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452065.1_37554_F01_genomic	Klebsiella michiganensis	strong	3	5815547	5815547	6033144	no	-	NA	1	1	2	2	ybt unknown	0	-	0	-	0	-	0	-	0	-	-	unknown (KL41)	unknown (K41)	-+*	None	99.80%	KL41_01_galF,KL41_04_wza,KL41_07_wbaP,KL41_14_glf,KL41_16,KL41_17_wzx,KL41_18_gnd,KL41_20_rmlA,KL41_21_rmlD	unknown (O1/O2v1)	unknown (O1/O2v1)	-*	None	72.10%	O1/O2v1_01_wzm,O1/O2v1_02_wzt,O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC	aph3-Ia.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY-1-3*	-	-	-	-	-	-	-	-	-	NA	-	-	-	-	-	-	-	117*-56%	138*-6%	178*-40%	49*-17%	100*	221*-17%	533*-13%	111*-2%	102*-38%	130*-27%	262*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452075.1_31701_A02_genomic	Klebsiella pneumoniae	strong	5	5316655	5316655	5555481	no	-	ST29	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi8	unknown (KL8)	unknown (K8)	-*	None	99.73%	KL8_06_wzc,KL8_09_wcsH,KL8_12_wcsK,KL8_13_wcsL,KL8_14_wcsM,KL8_15_wzx,KL8_16_wcaJ,KL8_18_ugd	O1/O2v2	unknown (O1/O2v2)	-*	High	99.31%	O1/O2v2_05_wbbN,O1/O2v2_06_wbbO,O1/O2v2_08_gmlC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-110*-89%;sul2*-13%	-	ST29	2	3	2	2	6	4	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452085.1_41315_H02_genomic	Klebsiella pneumoniae	strong	7	5239101	5239101	5769132	no	-	ST3771 (subsp. ozaenae)	4	0	0	0	ybt 16; ICEKp12 (truncated)	286-4LV	-	0	iuc 2A	53	iro unknown	0	-	0	-	-	unknown (KL5)	unknown (K5)	-	None	99.56%	KL5_02_cpsACP,KL5_03_wzi,KL5_04_wza,KL5_05_wzb,KL5_06_wzc,KL5_07,KL5_08_wzx,KL5_10,KL5_11,KL5_14	O1/O2v1	unknown (O1/O2v1)	none	Very high	98.40%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11.v1^	35Q	-	-	-	-	-	ST3771	10	164	1	9	12	4	527	6*	15*-87%	5	4	11	218-26%	23*-59%	2	11*	4	110	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	27	4	27	25	53	-	5*-0%	23	-	-	-	-	iroB_2*-62%
GCA_900452095.1_37430_A01_genomic	Klebsiella pneumoniae	strong	2	5383693	5383693	5573752	no	-	ST566	4	0	0	0	ybt 16; ICEKp12 (truncated)	277-4LV	-	0	iuc 3	42-3LV	-	0	-	0	-	wzi46	KL46	K46	-*	High	93.56%	KL46_13_wcuV,KL46_15_wzx	O1/O2v1	O1ab	none	Very high	98.64%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-75	-	-	-	-	-	-	ST566	15	1	1	2	5	23	36	6	15	5	4	11	29	27*-43%	2	11	4*-70%	15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	8	10	10	13	-	-	-	-	-	-	-	-
GCA_900452115.1_36252_A01_genomic	Klebsiella pneumoniae	strong	3	5283816	5283816	5449135	no	-	ST3757	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi14	unknown (KL35)	unknown (K35)	-	None	99.92%	KL35_09_wckM,KL35_10_wckL,KL35_11_wcuQ,KL35_12_wzx,KL35_13_wckK,KL35_15_wcaJ	O5	O5	-	High	94.35%	O5_05_wbdD	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-222*	-	OmpK36-81%	-	-	-	-	ST3757	4	5	1	1	1	94	10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
GCA_900452125.1_31289_F01_genomic	Klebsiella pneumoniae	strong	4	4800590	4800590	5510126	no	-	ST3818	4	0	0	0	ybt unknown	0	-	0	iuc unknown	0	-	0	rmp unknown	0	-	wzi135	unknown (KL3)	unknown (K3)	-+*	None	99.35%	KL3_02_cpsACP,KL3_03_wzi,KL3_04_wza,KL3_08,KL3_10_pglJ,KL3_11,KL3_12,KL3_13_wzx,KL3_14,KL3_15_wbaZ	unknown (O1/O2v2)	unknown (O2afg)	?-*	None	98.27%	O1/O2v2_01_wzm,O1/O2v2_03_wbbM,O1/O2v2_05_wbbN,O1/O2v2_06_wbbO,O1/O2v2_07_kfoC,O1/O2v2_08_gmlC,O1/O2v2_09_gmlB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-206*-66%	-	ST3818	2	168	275	1	398	5	28	6*-47%	6	7*-26%	4*-40%	1	10*-7%	10*-4%	5*-29%	6	6*-58%	5*-53%	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4*-60%	5*-49%	4*-37%	4	5*-52%	-	7*-4%	-	-	8	39*-37%	15*-28%	iroD_9*-18%
GCA_900452135.1_52579_E01_genomic	Klebsiella pneumoniae	strong	4	5401036	5401036	5541904	no	-	ST3819 (subsp. rhinoscleromatis)	4	0	0	0	ybt 11; ICE_rhino (truncated)	308-3LV	-	0	iuc 4	44-1LV	-	0	rmp 4; chromosomal	113	-	wzi135	KL3	K3	none	Very high	99.49%		O1/O2v2	O2afg	?-	Good	98.51%	O1/O2v2_08_gmlC,O1/O2v2_09_gmlB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-206	-	-	-	-	-	-	ST3819	2	1	276	1	15	226	28	6	6	7*-21%	4	1	10*-11%	226	61	6	6	252	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	5	26	4	27	-	7-4%	-	-	35	39	15	iroD_9*-56%
