Accession,Strain,Isolation_source,Culture_collection,Bioproject,BioSample,Host,Collection_date,Origin,lat,lon,Serovar,Genome Length,No. Contigs,Smallest Contig,Largest Contig,Average Contig Length,N50,non-ATCG,GC Content,Organism Name,ST,cgST,LIN code,Sublineage,Clonal Group,Species,Yersiniabactin,Colibactin,Aerobactin,Salmochelin,RmpADC,rmpA2,virulence_score,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,resistance_score,K_locus,K_type,K_locus_confidence,K_locus_problems,K_locus_identity,K_Missing_expected_genes,O_locus,O_type,O_locus_confidence,O_locus_problems,O_locus_identity,O_Missing_expected_genes
GCA_019927425.1_ASM1992742v1_genomic,MRSN702325,Wound,BEI Resources,PRJNA717739,SAMN18874771,Homo sapiens,2019-02-12,Kenya: Nairobi,-1.2920659,36.8219462,Unknown,5462968,69,209,507380,79173,319483,0,57.3,Klebsiella pneumoniae,485,Novel,"0,0,158,8,*,*,*,*,*,*",45,45,Klebsiella pneumoniae,ybt 10; ICEKp4,-,-,-,-,-,ybt only,TEM-1D.v1^,-,-,-,-,SHV-1,-,-,-,-,ESBL and Carb negative,KL183,unknown (KL183),Typeable,?3+,98.35%,-,OL13,O13,Typeable,?4+!,97.15%,-
GCA_019927435.1_ASM1992743v1_genomic,MRSN730567,Blood,BEI Resources,PRJNA717739,SAMN18874773,Homo sapiens,2019-12-21,USA: District of Columbia,38.97,-77.03,Unknown,5396379,123,200,288446,43873,138120,0,57.3,Klebsiella pneumoniae,1621,Novel,"0,0,1049,0,*,*,*,*,*,*",10914,11644,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,SHV-119* +238D,-,-,-,238D;35Q,-,-,-,ESBL only,KL46,K46,Typeable,?3,99.99%,-,O3b,O3b,Typeable,?4!,99.59%,-
GCA_019927465.1_ASM1992746v1_genomic,MRSN728987,Wound,BEI Resources,PRJNA717739,SAMN18874772,Homo sapiens,2018-05-25,Thailand,15.870032,100.992541,Unknown,5599539,130,202,436565,43073,114250,0,57,Klebsiella pneumoniae,70,Novel,"0,0,211,0,*,*,*,*,*,*",70,70,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,CTX-M-55,-,-,SHV-32,156D,-,-,-,ESBL only,KL122,unknown (KL122),Typeable,-,99.86%,-,O1/O2v2,O1ab,Typeable,-,99.06%,-
GCA_019927485.1_ASM1992748v1_genomic,MRSN699654,Urine,BEI Resources,PRJNA717739,SAMN18874769,Homo sapiens,2019-10-29,USA: District of Columbia,38.97,-77.03,Unknown,5459582,138,207,292710,39562,126507,0,57.3,Klebsiella pneumoniae,1835,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL33,Capsule null,Untypeable,-+!,92.78%,KL33_18_wzy;KL33_10_wckL;KL33_14_manC;KL33_15_manB;KL33_13_wckK;KL33_19_wckJ;KL33_09_wckM;KL33_12_wzx;KL33_07_wzb;KL33_11_wcuQ;KL33_17_wcaJ,O3b,O3b,Typeable,-,99.50%,-
GCA_019927505.1_ASM1992750v1_genomic,MRSN699478,Urine,BEI Resources,PRJNA717739,SAMN18874768,Homo sapiens,2019-10-11,USA: District of Columbia,38.97,-77.03,Unknown,5227020,127,201,352284,41157,117548,0,57.4,Klebsiella pneumoniae,2441,Novel,"0,0,117,0,0,0,1,*,*,*",3676,3676,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL14,K14,Typeable,?3,99.98%,-,O3b,O3b,Typeable,?2,99.88%,-
GCA_019927525.1_ASM1992752v1_genomic,MRSN681054,Urine,BEI Resources,PRJNA717739,SAMN18874767,Homo sapiens,2015-10-18,Philippines,12.879721,121.774017,Unknown,5424678,93,236,484803,58329,279255,0,57.3,Klebsiella pneumoniae,340,19251,"0,0,105,0,11,0,0,17,0,0",258,340,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-7,SHV-11,35Q,-,-,GyrA-83I;ParC-80I,Carb without colistin,KL15,K15,Typeable,-,99.98%,-,O4,O4,Typeable,-,99.49%,-
GCA_019927535.1_ASM1992753v1_genomic,MRSN680172,Urine,BEI Resources,PRJNA717739,SAMN18874766,Homo sapiens,2019-09-04,USA: District of Columbia,38.97,-77.03,Unknown,5481244,130,203,389225,42163,122680,0,57.1,Klebsiella pneumoniae,987,Novel,"0,0,158,25,1,0,0,0,*,*",45,12251,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-27^,156D,-,-,-,ESBL and Carb negative,KL46,K46,Typeable,?3,99.42%,-,O3b,O3b,Typeable,?2,99.92%,-
GCA_019927565.1_ASM1992756v1_genomic,MRSN676980,Urine,BEI Resources,PRJNA717739,SAMN18874765,Homo sapiens,2019-08-26,USA: North Carolina,35.14,-79,Unknown,5073313,88,200,274217,57651,118452,0,57.7,Klebsiella pneumoniae,198,Novel,"0,0,407,0,*,*,*,*,*,*",198,198,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-77^,35Q,-,-,-,ESBL and Carb negative,KL30,K30,Typeable,-,97.36%,-,O1/O2v1,O1ab,Typeable,-,98.97%,-
GCA_019927585.1_ASM1992758v1_genomic,MRSN669510,Respiratory,BEI Resources,PRJNA717739,SAMN18874763,Homo sapiens,2018-04-23,Italy: Sienna,43.31,11.33,Unknown,5728359,210,200,329783,27277,98836,0,56.7,Klebsiella pneumoniae,17,Novel,"0,0,22,12,*,*,*,*,*,*",17,1123,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,VIM-1,-,-,-,-,-,Carb without colistin,KL62,K62,Typeable,?3!,99.62%,-,O1/O2v2,O2afg,Typeable,?2,99.12%,-
GCA_019927605.1_ASM1992760v1_genomic,MRSN672476,Urine,BEI Resources,PRJNA717739,SAMN18874764,Homo sapiens,2019-07-01,USA: Virginia,38.7,-77.13,Unknown,5128579,100,201,263923,51285,122209,0,57.6,Klebsiella pneumoniae,200,Novel,"0,0,249,0,6,*,*,*,*,*",200,200,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL39,K39,Typeable,?3,98.56%,-,O3b,O3b,Typeable,?3,99.82%,-
GCA_019927625.1_ASM1992762v1_genomic,MRSN613682,Enviromental,BEI Resources,PRJNA717739,SAMN18874760,Homo sapiens,2018-04-12,Kenya: Nairobi,-1.2920659,36.8219462,Unknown,5781812,134,201,452329,43147,225751,0,56.7,Klebsiella pneumoniae,15,Novel,"0,0,0,0,2,0,30,*,*,*",15,15,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,DHA-1;OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,SHV-28^,-,OmpK35-87%,-,GyrA-83F;GyrA-87A;ParC-80I,Carb without colistin,KL112,unknown (KL112),Typeable,-,99.53%,-,O1/O2v1,O1ab,Typeable,-,99.19%,-
GCA_019927645.1_ASM1992764v1_genomic,MRSN607210,Urine,BEI Resources,PRJNA717739,SAMN18874759,Homo sapiens,2018-09-26,USA: District of Columbia,38.97,-77.03,Unknown,5269856,90,276,467343,58553,185392,0,57.2,Klebsiella pneumoniae,231,Novel,"0,0,88,0,*,*,*,*,*,*",231,231,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,CTX-M-15,-,-,SHV-212*,-,-,-,GyrA-83I;GyrA-87N;ParC-80I,ESBL only,KL51,K51,Typeable,?2!,99.69%,-,O1/O2v2,O1ab,Typeable,?2,98.95%,-
GCA_019927655.1_ASM1992765v1_genomic,MRSN614201,Enviromental,BEI Resources,PRJNA717739,SAMN18874761,Homo sapiens,2018-09-26,Kenya: Nairobi,-1.2920659,36.8219462,Unknown,5629201,82,212,525346,68648,257934,0,57.1,Klebsiella pneumoniae,1838,Novel,"0,0,326,1,0,1,0,*,*,*",1877,1838,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL14,K14,Typeable,?3,99.87%,-,O3b,O3b,Typeable,?4,99.64%,-
GCA_019927685.1_ASM1992768v1_genomic,MRSN669448,Blood,BEI Resources,PRJNA717739,SAMN18874762,Homo sapiens,2017-09-25,Italy: Sienna,43.31,11.33,Unknown,5513108,142,203,312737,38824,140011,0,57.2,Klebsiella pneumoniae,307,Novel,"0,0,369,0,0,0,0,0,*,*",307,307,Klebsiella pneumoniae,ybt 9; ICEKp3 (truncated),-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,KPC-3,SHV-28^,-,-,-,GyrA-83I;ParC-80I,Carb without colistin,KL102,unknown (KL102),Typeable,-,99.66%,-,O1/O2v2,O2afg,Typeable,-,99.06%,-
GCA_019927705.1_ASM1992770v1_genomic,MRSN599975,Urine,BEI Resources,PRJNA717739,SAMN18874758,Homo sapiens,2018-08-14,USA: Texas,29.38,-98.62,Unknown,5589144,154,202,333706,36293,107598,0,57.2,Klebsiella pneumoniae,25,Novel,"0,0,388,0,1,0,9,*,*,*",25,10224,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL2,K2,Typeable,-,99.56%,-,O1/O2v2,O1ab,Typeable,-,99.48%,-
GCA_019927725.1_ASM1992772v1_genomic,MRSN591344,Wound,BEI Resources,PRJNA717739,SAMN18874757,Homo sapiens,2018-07-24,USA: Texas,29.46,-98.41,Unknown,5326883,118,202,415119,45143,114259,0,57.5,Klebsiella pneumoniae,636,Novel,"0,0,22,32,0,0,1,*,*,*",17,636,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1,-,-,-,-,ESBL and Carb negative,KL61,K61,Typeable,?3,98.37%,-,O5,O5,Typeable,?2,98.15%,-
GCA_019927745.1_ASM1992774v1_genomic,MRSN583141,Urine,BEI Resources,PRJNA717739,SAMN18874756,Homo sapiens,2018-06-27,USA: Arizona,33.53,-112.38,Unknown,5488670,119,210,425034,46123,112874,0,57.2,Klebsiella pneumoniae,2217,Novel,"0,0,382,0,1,0,0,0,*,*",2217,2217,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1,-,-,-,-,ESBL only,KL13,K13,Typeable,?3,99.57%,-,O3b,O3b,Typeable,?2,99.65%,-
GCA_019927765.1_ASM1992776v1_genomic,MRSN583114,Surveillance,BEI Resources,PRJNA717739,SAMN18874755,Homo sapiens,2018-06-11,Germany: Landstuhl,49.4,7.56,Unknown,5294791,123,203,347891,43047,143192,0,57.4,Klebsiella pneumoniae,661,Novel,"0,0,122,0,11,0,0,*,*,*",661,661,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,CTX-M-15,-,-,SHV-27,156D,-,-,-,ESBL only,KL28,K28,Typeable,-,99.84%,-,O1/O2v1,O2a,Typeable,-,99.41%,-
GCA_019927785.1_ASM1992778v1_genomic,MRSN582610,Respiratory,BEI Resources,PRJNA717739,SAMN18874754,Homo sapiens,2017-10-10,Thailand,15.870032,100.992541,Unknown,5582679,166,210,308710,33630,126683,0,57.2,Klebsiella pneumoniae,268,Novel,"0,0,29,9,4,*,*,*,*,*",268,268,Klebsiella pneumoniae,ybt 0; ICEKp10,clb 3,iuc 1,iro 1,rmp 1; KpVP-1 (truncated),rmpA2_8*,"iuc, ybt and clb",TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL20,K20,Typeable,-,99.94%,-,O1/O2v1,O2a,Typeable,-,99.47%,-
GCA_019927805.1_ASM1992780v1_genomic,MRSN581745,Urine,BEI Resources,PRJNA717739,SAMN18874753,Homo sapiens,2018-01-19,Thailand,15.870032,100.992541,Unknown,5886329,293,200,245575,20089,94290,0,56.7,Klebsiella pneumoniae,244,Novel,"0,0,215,2,0,*,*,*,*,*",244,10757,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-827^;TEM-1D.v1^,-,CTX-M-15,-,IMP-15;NDM-1,SHV-11^,35Q,-,-,-,Carb without colistin,KL35,K35,Typeable,?4!,96.44%,-,O5,O5,Typeable,?3,98.43%,-
GCA_019927825.1_ASM1992782v1_genomic,MRSN564304,Urine,BEI Resources,PRJNA717739,SAMN18874751,Homo sapiens,2018-02-28,USA: District of Columbia,38.97,-77.03,Unknown,5444330,123,226,452020,44262,137655,0,57.1,Klebsiella pneumoniae,348,Novel,"0,0,238,0,0,0,3,*,*,*",348,348,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL62,K62,Typeable,-,99.94%,-,O1/O2v1,O1ab,Typeable,-,99.41%,-
GCA_019927845.1_ASM1992784v1_genomic,MRSN562722,Urine,BEI Resources,PRJNA717739,SAMN18874750,Homo sapiens,2018-04-02,USA: California,32.72,-117.14,Unknown,5621837,147,214,259310,38243,100609,0,57.2,Klebsiella pneumoniae,133,Novel,"0,0,181,0,4,*,*,*,*,*",133,133,Klebsiella pneumoniae,ybt 17; ICEKp10,clb 3,-,-,-,-,clb + ybt (or clb only),-,-,-,-,-,SHV-75,-,-,-,-,ESBL and Carb negative,KL116,unknown (KL116),Typeable,!,99.97%,-,O1/O2v1,O1ab,Typeable,?2,99.25%,-
GCA_019927855.1_ASM1992785v1_genomic,MRSN572640,Blood,BEI Resources,PRJNA717739,SAMN18874752,Homo sapiens,2018-04-26,USA: District of Columbia,38.97,-77.03,Unknown,5275093,89,203,375734,59270,120963,0,57.3,Klebsiella pneumoniae,65,Novel,"0,0,391,0,0,*,*,*,*,*",65,65,Klebsiella pneumoniae,ybt 17; ICEKp10,clb 3,-,-,-,-,clb + ybt (or clb only),-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.49%,-,O1/O2v2,O1ab,Typeable,-,99.18%,-
GCA_019927885.1_ASM1992788v1_genomic,MRSN546733,Urine,BEI Resources,PRJNA717739,SAMN18874748,Homo sapiens,2018-01-26,USA: Texas,29.46,-98.41,Unknown,5523414,111,200,420460,49760,135311,0,57.2,Klebsiella pneumoniae,788,Novel,"0,0,227,7,0,*,*,*,*,*",1626,12252,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,SHV-52,CTX-M-15,-,-,-,35Q;69I,-,-,-,ESBL only,KL46,K46,Typeable,?3,99.41%,-,O3b,O3b,Typeable,?2,99.71%,-
GCA_019927905.1_ASM1992790v1_genomic,MRSN560539,Urine,BEI Resources,PRJNA717739,SAMN18874749,Homo sapiens,2018-03-30,USA: Virginia,36.84,-76.3,Unknown,5664056,296,204,247028,19135,73599,0,57.2,Klebsiella pneumoniae,3050,Novel,"0,0,418,0,2,*,*,*,*,*",3050,3050,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,CTX-M-14,-,KPC-2,SHV-1^,-,-,-,GyrA-83Y;GyrA-87A;ParC-80I,Carb without colistin,KL36,K36,Typeable,-,99.97%,-,O4,O4,Typeable,-,99.60%,-
GCA_019927925.1_ASM1992792v1_genomic,MRSN539414,Blood,BEI Resources,PRJNA717739,SAMN18874747,Homo sapiens,2017-12-10,USA: Texas,29.46,-98.41,Unknown,5287400,107,203,331393,49414,123114,0,57.4,Klebsiella pneumoniae,22,Novel,"0,0,23,1,30,0,0,0,*,*",22,22,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,ESBL only,KL9,K9,Typeable,-,99.98%,-,O1/O2v2,O2afg,Typeable,!,99.07%,-
GCA_019927945.1_ASM1992794v1_genomic,MRSN526410,Urine,BEI Resources,PRJNA717739,SAMN18874746,Homo sapiens,2017-11-12,Germany: Landstuhl,49.4,7.56,Unknown,5539716,134,213,277653,41341,114827,0,57.2,Klebsiella pneumoniae,392,Novel,"0,0,197,0,25,0,0,*,*,*",147,147,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-48,SHV-11^,35Q,-,MgrB-49%,GyrA-83I;ParC-80I,Carb with colistin,KL27,K27,Typeable,-,99.79%,-,O4,O4,Typeable,?2,99.64%,-
GCA_019927965.1_ASM1992796v1_genomic,MRSN518712,Unknown,BEI Resources,PRJNA717739,SAMN18874745,Homo sapiens,2016-05-04,Jordan,30.585164,36.238414,Unknown,5501672,182,202,357276,30228,95299,0,57.2,Klebsiella pneumoniae,43,Novel,"0,0,83,3,5,1,0,*,*,*",43,43,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL61,K61,Typeable,-,98.31%,-,O1/O2v1,O1ab,Typeable,-,98.97%,-
GCA_019927985.1_ASM1992798v1_genomic,MRSN516635,Unknown,BEI Resources,PRJNA717739,SAMN18874743,Homo sapiens,2016-05-04,Jordan,30.585164,36.238414,Unknown,5698019,173,207,736015,32936,132093,0,56.7,Klebsiella pneumoniae,391,Novel,"0,0,323,0,1,1,1,*,*,*",391,391,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL30,K30,Typeable,-,97.45%,-,O1/O2v2,O1ab,Typeable,-,99.67%,-
GCA_019928005.1_ASM1992800v1_genomic,MRSN517281,Unknown,BEI Resources,PRJNA717739,SAMN18874744,Homo sapiens,2016-05-04,Jordan,30.585164,36.238414,Unknown,5540613,144,205,318339,38476,105991,0,57.2,Klebsiella pneumoniae,147,1368,"0,0,197,0,4,0,10,0,1,0",147,147,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,CTX-M-15,-,NDM-5;OXA-181,SHV-11^,35Q,OmpK35-76%;OmpK36TD,-,GyrA-83I;ParC-80I,Carb without colistin,KL64,K64,Typeable,-,100.00%,-,O1/O2v1,O2a,Typeable,-,99.03%,-
GCA_019928025.1_ASM1992802v1_genomic,MRSN515432,Unknown,BEI Resources,PRJNA717739,SAMN18874742,Homo sapiens,2014-12-15,Jordan,30.585164,36.238414,Unknown,5874465,268,201,305043,21919,94943,0,56.6,Klebsiella pneumoniae,1399,Novel,"0,0,353,0,1,*,*,*,*,*",1731,1731,Klebsiella pneumoniae,ybt 14; ICEKp5,-,iuc 1,-,-,-,iuc and ybt (without clb),TEM-1D.v1^,-,CTX-M-15;SHV-12^,-,-,-,238S;240K;35Q,OmpK35-59%,-,GyrA-83Y,ESBL only,KL43,K43,Typeable,-,99.97%,-,O1/O2v1,O2ac,Typeable,-,98.93%,-
GCA_019928045.1_ASM1992804v1_genomic,MRSN515247,Unknown,BEI Resources,PRJNA717739,SAMN18874741,Homo sapiens,2016-05-04,Jordan,30.585164,36.238414,Unknown,5808587,182,204,327775,31915,100103,0,57,Klebsiella pneumoniae,23,Novel,"0,0,429,0,29,*,*,*,*,*",23,23,Klebsiella pneumoniae,ybt 1; ICEKp10,clb 2,-,-,-,-,clb + ybt (or clb only),-,-,CTX-M-14^;CTX-M-15,-,NDM-1;OXA-48,SHV-11^,35Q,-,-,-,Carb without colistin,KL1,K1,Typeable,-,99.99%,-,O1/O2v2,O1ab,Typeable,!,96.49%,-
GCA_019928065.1_ASM1992806v1_genomic,MRSN513382,Unknown,BEI Resources,PRJNA717739,SAMN18874740,Homo sapiens,2014-02-24,Jordan,30.585164,36.238414,Unknown,5239231,105,201,291805,49897,107001,0,57.4,Klebsiella pneumoniae,342,Novel,"0,0,1384,0,*,*,*,*,*,*",11450,12559,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-60,35Q,-,-,-,ESBL and Carb negative,KL30,K30,Typeable,-,97.39%,-,O1/O2v2,O1ab,Typeable,-,99.22%,-
GCA_019928105.1_ASM1992810v1_genomic,MRSN479404,Rectal,BEI Resources,PRJNA717739,SAMN18874737,Homo sapiens,2017-04-15,Thailand,15.870032,100.992541,Unknown,5536268,147,201,365333,37661,123238,0,57.1,Klebsiella pneumoniae,16,3865,"0,0,22,27,0,0,18,1,0,0",17,16,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-9.v1,-,CTX-M-15,-,NDM-1,SHV-1,-,OmpK35-76%,-,GyrA-83F;GyrA-87N;ParC-84K,Carb with colistin,KL51,K51,Typeable,-,99.98%,-,O3b,O3b,Typeable,-,99.61%,-
GCA_019928115.1_ASM1992811v1_genomic,MRSN499958,Urine,BEI Resources,PRJNA717739,SAMN18874738,Homo sapiens,2017-08-27,USA: North Carolina,35.14,-79,Unknown,5381033,124,204,509280,43395,110538,0,57.3,Klebsiella pneumoniae,551,Novel,"0,0,406,0,0,0,1,0,*,*",551,551,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL10,K10,Typeable,-,98.62%,-,O1/O2v1,O1ab,Typeable,-,98.75%,-
GCA_019928145.1_ASM1992814v1_genomic,MRSN468268,Urine,BEI Resources,PRJNA717739,SAMN18874736,Homo sapiens,2017-04-11,USA: North Carolina,35.14,-79,Unknown,5254213,102,206,321040,51511,127821,0,57.5,Klebsiella pneumoniae,5450,Novel,"0,0,22,25,1,*,*,*,*,*",17,10018,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL58,K58,Typeable,?4,99.99%,-,O3b,O3b,Typeable,?4,99.73%,-
GCA_019928165.1_ASM1992816v1_genomic,MRSN450199,Urine,BEI Resources,PRJNA717739,SAMN18874735,Homo sapiens,2017-01-10,USA: District of Columbia,38.97,-77.03,Unknown,5533093,183,201,324002,30235,120945,0,57.2,Klebsiella pneumoniae,5449,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL113,unknown (KL113),Typeable,?3,99.88%,-,O3b,O3b,Typeable,?4,99.79%,-
GCA_019928185.1_ASM1992818v1_genomic,MRSN430414,Blood,BEI Resources,PRJNA717739,SAMN18874734,Homo sapiens,2013-09-30,Israel: Jerusalem,31.77,35.18,Unknown,5668783,124,212,376599,45715,149687,0,56.9,Klebsiella pneumoniae,11,Novel,"0,0,105,0,9,*,*,*,*,*",258,340,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1,-,CTX-M-14^;CTX-M-15,-,OXA-48,SHV-11,35Q,-,MgrB-32%,GyrA-83I;ParC-80I,Carb with colistin,KL15,K15,Typeable,!,99.90%,-,O4,O4,Typeable,?2,99.45%,-
GCA_019928205.1_ASM1992820v1_genomic,MRSN414780,Urine,BEI Resources,PRJNA717739,SAMN18874732,Homo sapiens,2016-08-18,USA: Texas,29.38,-98.62,Unknown,5275035,135,202,379538,39074,129307,0,57.5,Klebsiella pneumoniae,323,Novel,"0,0,363,1,16,*,*,*,*,*",323,323,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-1^,-,-,-,-,ESBL only,KL21,K21,Typeable,?6,99.96%,-,O3b,O3b,Typeable,?2,99.66%,-
GCA_019928215.1_ASM1992821v1_genomic,MRSN430405,Blood,BEI Resources,PRJNA717739,SAMN18874733,Homo sapiens,2013-04-28,Israel: Jerusalem,31.77,35.18,Unknown,5633319,91,276,834564,61904,270388,0,57.2,Klebsiella pneumoniae,512,Novel,"0,0,105,6,0,0,17,53,*,*",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,KPC-3,SHV-11,35Q,OmpK35-25%;OmpK36GD,MgrB-51%,GyrA-83I;ParC-80I,Carb with colistin,KL107,unknown (KL107),Typeable,-,99.99%,-,O1/O2v2,O2afg,Typeable,-,99.06%,-
GCA_019928245.1_ASM1992824v1_genomic,MRSN410359,Urine,BEI Resources,PRJNA717739,SAMN18874731,Homo sapiens,2016-07-26,USA: Texas,29.38,-98.62,Unknown,5435350,148,200,412434,36725,104931,0,57.2,Klebsiella pneumoniae,471,Novel,"0,0,180,0,0,0,0,*,*,*",471,471,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15*,-,-,SHV-108^,35Q,-,-,-,ESBL only,KL57,K57,Typeable,?2,99.49%,-,O1/O2v2,O2afg,Typeable,-,99.07%,-
GCA_019928265.1_ASM1992826v1_genomic,MRSN401050,Fluid,BEI Resources,PRJNA717739,SAMN18874730,Homo sapiens,2016-06-02,USA: District of Columbia,38.97,-77.03,Unknown,5480149,133,201,344477,41204,108287,0,57.2,Klebsiella pneumoniae,252,Novel,"0,0,94,2,*,*,*,*,*,*",252,10023,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,-,SHV-1^,-,-,-,GyrA-87Y,ESBL and Carb negative,KL51,K51,Typeable,-,99.67%,-,O1/O2v2,O1ab,Typeable,-,98.93%,-
GCA_019928285.1_ASM1992828v1_genomic,MRSN374613,Urine,BEI Resources,PRJNA717739,SAMN18874727,Homo sapiens,2016-01-29,USA: Maryland,38.81,-76.86,Unknown,5546266,139,204,316846,39901,109415,0,57.2,Klebsiella pneumoniae,686,Novel,"0,0,1038,0,0,*,*,*,*,*",10974,11749,Klebsiella pneumoniae,ybt 14; ICEKp2,-,-,-,-,-,ybt only,LAP-2;TEM-1D.v1^,-,CTX-M-14,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL5,K5,Typeable,-,99.97%,-,O1/O2v1,O1ab,Typeable,-,98.89%,-
GCA_019928305.1_ASM1992830v1_genomic,MRSN380979,Urine,BEI Resources,PRJNA717739,SAMN18874729,Homo sapiens,2016-02-12,USA: New Jersey,40.01,-74.59,Unknown,5522023,131,202,277262,42152,100872,0,57.2,Klebsiella pneumoniae,134,Novel,"0,0,233,0,0,*,*,*,*,*",134,134,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-60*,35Q,-,-,-,ESBL and Carb negative,KL25,K25,Typeable,!,99.51%,-,O5,O5,Typeable,-,98.24%,-
