Accession,Genome ID,Genome Name,Genome Length,No. Contigs,Smallest Contig,Largest Contig,Average Contig Length,N50,non-ATCG,GC Content,Organism Name,ST,cgST,LIN code,Sublineage,Clonal Group,species,Yersiniabactin,Colibactin,Aerobactin,Salmochelin,RmpADC,rmpA2,virulence_score,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,resistance_score,K_locus,K_type,K_locus_confidence,K_locus_problems,K_locus_identity,K_Missing_expected_genes,O_locus,O_type,O_locus_confidence,O_locus_problems,O_locus_identity,O_Missing_expected_genes
GCA_900451445.1,67b44237ce6d683ffc0f530b,GCA_900451445.1_49923_D01_genomic,5774474,5,15110,5379490,1154894,5379490,0,57.1,Klebsiella pneumoniae,258,676,"0,0,105,6,0,0,17,0,1,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,KPC-2,SHV-11;SHV-11,35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.99%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
13883,67b44237ce6d6840440f53f2,Klebsiella_pneumoniae_subsp_pneumoniae_ATCC_13883,5548441,6,2026,5248952,924740,5248952,0,57,Klebsiella pneumoniae,3,16298,"0,0,421,0,1,0,0,1,0,0",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1,-,-,rmp 2A; plasmid/chr,-,clb + ybt (or clb only),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.55%,-,O1/O2v1,O1ab,Typeable,-,99.08%,-
GCA_045261715.1,67b44237ce6d6840860f52e7,GCA_045261715.1_ASM4526171v1_genomic,5303111,89,747,376126,59585,115616,0,57.4,Klebsiella pneumoniae,1254,Novel,"0,0,174,*,*,*,*,*,*,*",2333,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL28,K28,Typeable,?2,99.60%,-,O1/O2v1,O2a,Typeable,?2,99.33%,-
GCA_019928685.1,67b44237ce6d68413e0f529c,GCA_019928685.1_ASM1992868v1_genomic,5280962,111,207,493930,47576,129159,0,57.5,Klebsiella pneumoniae,1271,Novel,"0,0,137,0,2,*,*,*,*,*",29,1271,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-187*,-,-,-,-,ESBL and Carb negative,KL28,K28,Typeable,-,99.75%,-,O1/O2v2,O1ab,Typeable,-,99.61%,-
GCA_901420355.1,67b44237ce6d6841520f537a,GCA_901420355.1_37419_A02_genomic,5365937,3,129256,5030145,1788645,5030145,0,57.2,Klebsiella pneumoniae,82,Novel,"0,0,438,*,*,*,*,*,*,*",82,Not tested,Klebsiella pneumoniae,-,-,iuc 2A,-,rmp 2A; plasmid/chr (truncated),-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.52%,-,O1/O2v1,O1ab,Typeable,!,99.18%,-
GCA_900452205.1,67b44237ce6d6842340f5353,GCA_900452205.1_36252_C01_genomic,5541373,3,18000,5311967,1847124,5311967,0,57.2,Klebsiella pneumoniae,48,Novel,"0,0,147,0,*,*,*,*,*,*",48,48,Klebsiella pneumoniae,ybt 17; ICEKp10,clb 3 (truncated),-,-,-,-,clb + ybt (or clb only),-,-,-,-,-,SHV-11^,35Q,-,PmrB-42%,-,ESBL and Carb negative,KL124,Capsule null,Typeable,!,99.76%,-,O1/O2v1,O1ab,Typeable,-,99.22%,-
GCA_900451725.1,67b44237ce6d6843450f5325,GCA_900451725.1_38732_G01_genomic,5505946,2,104771,5401175,2752973,5401175,0,57.1,Klebsiella pneumoniae,67,Novel,"0,0,443,0,*,*,*,*,*,*",10032,10292,Klebsiella pneumoniae,ybt 11; ICE_rhino (truncated),-,iuc 4,-,rmp 4; chromosomal,-,iuc and ybt (without clb),-,-,-,-,-,SHV-206,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.43%,-,O1/O2v2,O2afg,Typeable,!,99.03%,-
GCA_901422065.1,67b44237ce6d6843fc0f5398,GCA_901422065.1_40345_F01_genomic,5208158,1,5208158,5208158,5208158,5208158,0,57.6,Klebsiella pneumoniae,171,Novel,"0,0,1146,0,0,0,0,*,*,*",10890,11602,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-27,156D,-,-,-,ESBL and Carb negative,KL22,K37,Typeable,!,99.79%,-,O1/O2v1,O1ab,Typeable,-,99.25%,-
BAA-2786,67b44237ce6d6844390f53ce,Klebsiella_pneumoniae_ATCC_BAA_2786,5655202,4,20224,5368130,1413800,5368130,0,57.1,Klebsiella pneumoniae,258,24538,"0,0,105,6,0,0,17,5,56,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-9.v1;TEM-1D.v1^,-,SHV-12;SHV-12,-,KPC-3,-,238S;238S;240K;240K;35Q;35Q,OmpK35-25%;OmpK36_c25t,-,GyrA-83I;GyrA-87N;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.97%,-,O1/O2v2,O2afg,Typeable,-,99.06%,-
GCA_900451785.1,67b44237ce6d6844920f532b,GCA_900451785.1_37509_G01_genomic,5650084,5,20971,4761264,1130016,4761264,0,57,Klebsiella pneumoniae,3773,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1 (truncated),iuc 2A,-,rmp 2A; plasmid/chr,-,"iuc, ybt and clb",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,98.39%,-,O1/O2v1,O1ab,Typeable,!,99.17%,-
GCA_019930505.1,67b44237ce6d6844c50f52b3,GCA_019930505.1_ASM1993050v1_genomic,5416772,91,203,412071,59524,123238,0,57.3,Klebsiella pneumoniae,336,Novel,"0,0,22,24,2,*,*,*,*,*",17,17,Klebsiella pneumoniae,ybt 15; ICEKp11,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL25,K25,Typeable,!,99.64%,-,O5,O5,Typeable,-,98.23%,-
GCA_900451915.1,67b44237ce6d6846020f5338,GCA_900451915.1_36725_D01_genomic,5543559,3,118667,5203286,1847853,5203286,0,57.4,Klebsiella pneumoniae,1411,3721,"0,0,148,0,0,0,0,0,0,0",1411,10107,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL61,Capsule null,Typeable,?2-!,95.07%,KL61_09_wzy;KL61_10_wclP;KL61_12_wcqZ;KL61_07_wclQ;KL61_08_wcuQ;KL61_11_wzx,O5,O5,Typeable,-,98.25%,-
GCA_900451775.1,67b44237ce6d6846df0f532a,GCA_900451775.1_37637_B01_genomic,5741661,5,13285,5305784,1148332,5305784,0,56.9,Klebsiella pneumoniae,3783,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,iuc 2A,-,-,-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.38%,-,O1/O2v1,O1ab,Typeable,!,97.62%,-
GCA_901420605.1,67b44237ce6d6847850f5382,GCA_901420605.1_38389_G01_genomic,5434477,2,201407,5233070,2717238,5233070,0,57.3,Klebsiella pneumoniae,155,Novel,"0,0,1015,0,0,0,0,*,*,*",10887,11599,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL22,K22,Typeable,-,99.94%,-,O1/O2v1,O1ab,Typeable,-,99.25%,-
GCA_900452365.1,67b44237ce6d6848060f5357,GCA_900452365.1_37637_A01_genomic,5443087,2,189965,5253122,2721543,5253122,0,57.3,Klebsiella pneumoniae,163,3715,"0,0,42,1,0,0,0,0,0,0",3010,10054,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-36,35Q,OmpK36-10%,-,-,ESBL and Carb negative,KL12,Capsule null,Typeable,!,99.24%,-,O1/O2v1,O1ab,Typeable,-,98.55%,-
BAA-2787,67b44237ce6d6848fe0f53cf,Klebsiella_pneumoniae_ATCC_BAA_2787,5611689,5,20224,5350357,1122337,5350357,0,57.1,Klebsiella pneumoniae,258,24627,"0,0,105,6,0,0,17,5,0,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-9.v1;TEM-1D.v1^,-,SHV-12,-,KPC-3,SHV-11^,238S;240K;35Q;35Q,OmpK35-25%,-,GyrA-83I;GyrA-87N;ParC-80I,Carb without colistin,KL107,unknown (KL107),Typeable,-,99.97%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_019928305.1,67b44237ce6d68492e0f5289,GCA_019928305.1_ASM1992830v1_genomic,5522023,131,202,277262,42152,100872,0,57.2,Klebsiella pneumoniae,134,Novel,"0,0,233,0,0,*,*,*,*,*",134,134,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-60*,35Q,-,-,-,ESBL and Carb negative,KL25,K25,Typeable,!,99.51%,-,O5,O5,Typeable,-,98.24%,-
GCA_900451275.1,67b44237ce6d6849520f52fe,GCA_900451275.1_36672_F01_genomic,5361317,4,20588,4597219,1340329,4597219,0,57.4,Klebsiella pneumoniae,1026,57,"0,0,326,0,0,0,0,0,0,0",1877,1026,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL13,Capsule null,Typeable,!,97.77%,-,O3b,O3b,Typeable,!,98.00%,-
GCA_900451575.1,67b44237ce6d684a8c0f5317,GCA_900451575.1_36734_E01_genomic,5388061,2,158742,5229319,2694030,5229319,0,57.4,Klebsiella pneumoniae,505,Novel,"0,0,410,0,*,*,*,*,*,*",505,505,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-108,35Q,-,-,-,ESBL and Carb negative,KL64,K64,Typeable,-,99.93%,-,O1/O2v1,O1a,Typeable,!,99.08%,-
BAA-2146,67b44237ce6d684aea0f53c5,Klebsiella_pneumoniae_ATCC_BAA_2146,5780684,5,2014,5435730,1156136,5435730,0,57,Klebsiella pneumoniae,11,646,"0,0,105,0,19,1,0,0,0,0",258,340,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",CMY-6;OXA-1;TEM-1D.v1^,-,CTX-M-15;CTX-M-15,-,NDM-1,SHV-11;SHV-11^,35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL74,K74,Typeable,-,99.36%,-,OL104,unknown (OL104),Typeable,-,95.55%,-
GCA_900461375.1,67b44237ce6d684c9c0f535f,GCA_900461375.1_44787_C01_genomic,5298668,5,8831,5042537,1059733,5042537,0,57.3,Klebsiella pneumoniae,82,3710,"0,0,438,0,0,0,0,0,0,0",82,82,Klebsiella pneumoniae,-,-,-,-,rmp 2A; plasmid/chr (truncated),-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.54%,-,O1/O2v1,O1ab,Typeable,-,99.28%,-
GCA_040271555.1,67b44237ce6d684d9f0f52d2,GCA_040271555.1_ASM4027155v1_genomic,5458933,94,1013,384585,58073,146513,910,57.2,Klebsiella pneumoniae,258,28525,"0,0,105,6,0,0,0,5,102,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,SHV-12,-,KPC-2,-,238S;240K;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,?2+!,99.98%,-,O1/O2v2,O2afg,Typeable,-,99.09%,-
GCA_900461475.1,67b44237ce6d684e610f5362,GCA_900461475.1_44787_F01_genomic,5603228,9,12542,4994047,622580,4994047,0,56.9,Klebsiella pneumoniae,3764,5341,"0,0,438,1,0,0,0,0,0,0",82,82,Klebsiella pneumoniae,-,-,iuc 2A,-,rmp 2A; plasmid/chr,-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.53%,-,O1/O2v1,O1ab,Typeable,!,99.28%,-
GCA_019928265.1,67b44237ce6d6851460f5287,GCA_019928265.1_ASM1992826v1_genomic,5480149,133,201,344477,41204,108287,0,57.2,Klebsiella pneumoniae,252,Novel,"0,0,94,2,*,*,*,*,*,*",252,10023,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,-,SHV-1^,-,-,-,GyrA-87Y,ESBL and Carb negative,KL51,K51,Typeable,-,99.67%,-,O1/O2v2,O1ab,Typeable,-,98.93%,-
GCA_900451925.1,67b44237ce6d6851b30f5339,GCA_900451925.1_36340_G02_genomic,5760785,9,16384,5318766,640087,5318766,0,57,Klebsiella pneumoniae,3759,Novel,"0,0,131,*,*,*,*,*,*,*",35,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-33^,-,-,-,-,ESBL and Carb negative,KL22,Capsule null,Typeable,+!,98.46%,-,O1/O2v1,O2a,Typeable,!,98.03%,-
GCA_901420995.1,67b44237ce6d68524c0f538f,GCA_901420995.1_39888_C01_genomic,5452665,2,87185,5365480,2726332,5365480,0,57.3,Klebsiella pneumoniae,565,Novel,"0,0,1050,0,*,*,*,*,*,*",10894,11610,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-71,146V,-,-,-,ESBL and Carb negative,KL36,K36,Typeable,!,99.36%,-,O4,O4,Typeable,!,99.42%,-
GCA_019928185.1,67b44237ce6d6852db0f5283,GCA_019928185.1_ASM1992818v1_genomic,5668783,124,212,376599,45715,149687,0,56.9,Klebsiella pneumoniae,11,Novel,"0,0,105,0,9,*,*,*,*,*",258,340,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-1,-,CTX-M-14^;CTX-M-15,-,OXA-48,SHV-11,35Q,-,MgrB-32%,GyrA-83I;ParC-80I,Carb with colistin,KL15,K15,Typeable,!,99.90%,-,O4,O4,Typeable,?2,99.45%,-
GCA_045261615.1,67b44237ce6d6853880f52e2,GCA_045261615.1_ASM4526161v1_genomic,5336097,79,541,352421,67545,127579,0,57.4,Klebsiella pneumoniae,1774,Novel,"0,0,548,*,*,*,*,*,*,*",10161,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL38,K38,Typeable,?2,97.77%,-,O12,O12,Typeable,-,98.99%,-
GCA_900451455.1,67b44237ce6d6854670f530c,GCA_900451455.1_45532_C02_genomic,5225216,6,2862,5075336,870869,5075336,0,57.5,Klebsiella pneumoniae,82,3704,"0,0,438,0,1,0,0,0,0,0",82,82,Klebsiella pneumoniae,-,-,-,-,rmp 2A; plasmid/chr (truncated),-,"ybt, clb and iuc negative",-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,!,99.54%,-,O1/O2v1,O1ab,Typeable,-,99.28%,-
4352,67b44237ce6d6855600f53ba,Klebsiella_pneumoniae_ATCC_4352,5246056,1,5246056,5246056,5246056,5246056,0,57.5,Klebsiella pneumoniae,86,30107,"0,0,395,0,9,0,1,0,0,0",86,86,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,-,-,-,-,-,SHV-1^,-,-,MgrB-49%,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.94%,-,O1/O2v1,O2a,Typeable,-,99.30%,-
GCA_901420645.1,67b44237ce6d6855640f5383,GCA_901420645.1_38445_A01_genomic,5407994,2,161700,5246294,2703997,5246294,0,57.3,Klebsiella pneumoniae,133,Novel,"0,0,181,0,*,*,*,*,*,*",133,133,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-75,-,-,-,-,ESBL and Carb negative,KL47,Capsule null,Typeable,!,100.00%,-,O1/O2v1,O1ab,Typeable,-,99.09%,-
GCA_040271635.1,67b44237ce6d6857650f52d6,GCA_040271635.1_ASM4027163v1_genomic,5598468,69,1012,648181,81137,203462,1900,57.2,Klebsiella pneumoniae,23,Novel,"0,0,429,0,44,*,*,*,*,*",23,23,Klebsiella pneumoniae,ybt 1; ICEKp10,clb 2,iuc 1,iro 1,rmp 1; KpVP-1 (truncated),-,"iuc, ybt and clb",-,-,-,-,-,SHV-11^,35Q,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.97%,-,O1/O2v2,O1ab,Typeable,-,99.33%,-
GCA_900452095.1,67b44237ce6d6857a30f5349,GCA_900452095.1_37430_A01_genomic,5573752,2,190059,5383693,2786876,5383693,0,57.2,Klebsiella pneumoniae,566,3720,"0,0,181,4,0,0,0,0,0,0",133,566,Klebsiella pneumoniae,ybt 16; ICEKp12 (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-75,-,-,-,-,ESBL and Carb negative,KL46,Capsule null,Typeable,!,95.07%,-,O1/O2v1,O1ab,Typeable,-,99.19%,-
GCA_019927705.1,67b44237ce6d6858530f526c,GCA_019927705.1_ASM1992770v1_genomic,5589144,154,202,333706,36293,107598,0,57.2,Klebsiella pneumoniae,25,Novel,"0,0,388,0,1,0,9,*,*,*",25,10224,Klebsiella pneumoniae,ybt 14; ICEKp5,-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL2,K2,Typeable,-,99.56%,-,O1/O2v2,O1ab,Typeable,-,99.48%,-
GCA_900451355.1,67b44237ce6d6858bb0f5303,GCA_900451355.1_44787_B01_genomic,5658687,5,17861,5321314,1131737,5321314,0,57,Klebsiella pneumoniae,3,3709,"0,0,421,0,2,0,0,0,0,0",3,3,Klebsiella pneumoniae,ybt 12; ICEKp10 (truncated),clb 1 (truncated),iuc 2A,-,rmp 2A; plasmid/chr,-,"iuc, ybt and clb",-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL3,K3,Typeable,!,99.64%,-,O1/O2v1,O1ab,Typeable,!,99.18%,-
GCA_040270665.1,67b44237ce6d6859e40f52bd,GCA_040270665.1_ASM4027066v1_genomic,5581484,76,1009,475403,73440,234267,1007,57,Klebsiella pneumoniae,101,29383,"0,0,84,0,8,0,9,0,13,0",101,101,Klebsiella pneumoniae,ybt 9; ICEKp3,-,-,-,-,-,ybt only,OXA-9.v1;TEM-1D.v1^,-,CTX-M-14^,-,OXA-48,SHV-1^,-,OmpK35-17%;OmpK36GD,-,GyrA-83Y;GyrA-87N;ParC-80I,Carb without colistin,KL17,K17,Typeable,-,99.96%,-,O1/O2v1,O1ab,Typeable,-,98.92%,-
BAA-2785,67b44237ce6d685a3b0f53cd,Klebsiella_pneumoniae_ATCC_BAA_2785,5706377,6,13841,5314902,951062,5314902,0,57.2,Klebsiella pneumoniae,258,24550,"0,0,105,6,0,0,0,0,58,0",258,258,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,SHV-12,-,KPC-2,SHV-11,238S;240K;35Q;35Q,OmpK35-25%,-,GyrA-83I;ParC-80I,Carb without colistin,KL106,unknown (KL106),Typeable,+!,100.00%,-,O12,O12,Untypeable,-!,75.98%,O12_07_wzt;O12_03_rfbD;O12_06_wzm;O12_01_rfbB;O12_05_wbbL;O12_04_rfbC;O12_08_wbbB
GCA_040271615.1,67b44237ce6d685aa30f52d5,GCA_040271615.1_ASM4027161v1_genomic,5374543,56,1057,717659,95973,151930,0,57.3,Klebsiella pneumoniae,86,28529,"0,0,395,0,43,0,0,0,0,0",86,86,Klebsiella pneumoniae,-,-,iuc 1,iro 1,rmp 1; KpVP-1,-,iuc (without ybt or clb),-,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL2,K2,Typeable,-,99.93%,-,O1/O2v1,O1ab,Typeable,-,99.30%,-
GCA_040271595.1,67b44237ce6d685c330f52d4,GCA_040271595.1_ASM4027159v1_genomic,5444117,52,1022,576108,104694,302365,1020,57.3,Klebsiella pneumoniae,323,Novel,"0,0,363,1,2,1,0,*,*,*",323,323,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1,-,-,-,OXA-48,SHV-1^,-,-,-,-,Carb without colistin,KL21,K21,Typeable,-,99.98%,-,O3b,O3b,Typeable,-,99.65%,-
GCA_019928635.1,67b44237ce6d685c760f529a,GCA_019928635.1_ASM1992863v1_genomic,5408887,206,205,343032,26256,120921,0,57.3,Klebsiella pneumoniae,29,Novel,"0,0,137,1,3,0,3,0,*,*",29,29,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-187,-,-,-,-,ESBL and Carb negative,KL30,K30,Typeable,!,97.79%,-,O1/O2v2,O1ab,Typeable,?2,99.63%,-
GCA_900451905.1,67b44237ce6d685cde0f5337,GCA_900451905.1_37419_F02_genomic,5495393,5,16608,5214885,1099078,5214885,0,57,Klebsiella pneumoniae,3778,Novel,"0,0,13,*,*,*,*,*,*,*",34,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-26,-,-,-,-,ESBL and Carb negative,KL31,Capsule null,Typeable,!,99.41%,-,O3b,O3b,Typeable,!,99.80%,-
GCA_900452235.1,67b44237ce6d685e160f5354,GCA_900452235.1_38109_H02_genomic,5449588,2,143239,5306349,2724794,5306349,0,57.1,Klebsiella pneumoniae,500,Novel,"0,0,293,*,*,*,*,*,*,*",500,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-11^,35Q,OmpK35-77%,-,-,ESBL and Carb negative,KL34,K34,Typeable,!,99.98%,-,O1/O2v1,O2a,Typeable,!,99.25%,-
GCA_045261655.1,67b44237ce6d685e530f52e4,GCA_045261655.1_ASM4526165v1_genomic,5551088,50,600,638528,111021,322302,0,57.1,Klebsiella pneumoniae,485,Novel,"0,0,158,13,*,*,*,*,*,*",45,10541,Klebsiella pneumoniae,ybt 4; plasmid (truncated),-,-,-,-,-,ybt only,-,-,-,-,-,SHV-1,-,-,-,-,ESBL and Carb negative,KL24,K24,Typeable,-,99.56%,-,O1/O2v1,O2a,Typeable,-,99.37%,-
GCA_900461465.1,67b44237ce6d6863090f5361,GCA_900461465.1_33119_A02_genomic,5660459,22,2855,913094,257293,392867,0,57.1,Klebsiella pneumoniae,3762,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",TEM-1D.v1^,-,-,-,-,-,-,-,PmrB-21%,GyrA-87N,ESBL and Carb negative,KL57,Capsule null,Typeable,?2!,97.02%,-,O3/O3a,O3/O3a,Typeable,!,98.97%,-
GCA_901421135.1,67b44237ce6d6863090f5393,GCA_901421135.1_38502_B01_genomic,5268888,2,103624,5165264,2634444,5165264,0,57.5,Klebsiella pneumoniae,504,Novel,"0,0,128,4,*,*,*,*,*,*",540,504,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",-,-,-,-,-,SHV-42,25S,-,-,-,ESBL and Carb negative,KL62,Capsule null,Typeable,!,99.59%,-,O1/O2v1,O1ab,Typeable,-,99.36%,-
GCA_040270625.1,67b44237ce6d68633d0f52bb,GCA_040270625.1_ASM4027062v1_genomic,5910244,108,1006,672530,54724,146271,1710,56.6,Klebsiella pneumoniae,11,Novel,"0,0,105,11,0,0,0,0,*,*",258,3666,Klebsiella pneumoniae,ybt 16; ICEKp12,-,-,-,-,-,ybt only,OXA-1,-,CTX-M-15,-,OXA-181,SHV-11,35Q,OmpK35-40%,-,GyrA-83F;GyrA-87A;ParC-80I,Carb without colistin,KL24,K24,Typeable,!,99.98%,-,O1/O2v1,O2a,Typeable,-,99.19%,-
GCA_019930245.1,67b44237ce6d6863bb0f52a6,GCA_019930245.1_ASM1993024v1_genomic,5387502,94,214,472323,57313,128164,0,57.4,Klebsiella pneumoniae,4270,Novel,"0,0,69,*,*,*,*,*,*,*",846,Not tested,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",LAP-2,-,-,-,-,SHV-1^,-,-,-,-,ESBL and Carb negative,KL142,unknown (KL142),Typeable,-,99.73%,-,O3b,O3b,Typeable,-,99.74%,-
BAA-3071,67b44237ce6d6864960f53df,Klebsiella_pneumoniae_ATCC_BAA_3071,5702240,8,496,5183721,712780,5183721,0,57,Klebsiella pneumoniae,336,Novel,"0,0,22,24,28,*,*,*,*,*",17,17,Klebsiella pneumoniae,ybt 15; ICEKp11,-,-,-,-,-,ybt only,OXA-1;OXA-370;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11^,35Q,-,-,-,ESBL only,KL183,unknown (KL183),Typeable,-,98.40%,-,OL13,O13,Typeable,!,96.49%,-
GCA_019928665.1,67b44237ce6d68649f0f529b,GCA_019928665.1_ASM1992866v1_genomic,5703797,145,200,411537,39336,118218,0,57,Klebsiella pneumoniae,405,Novel,"0,0,374,0,2,1,1,*,*,*",405,405,Klebsiella pneumoniae,ybt 13; ICEKp2,-,-,-,-,-,ybt only,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-76^,35Q,-,-,-,ESBL only,KL151,unknown (KL151),Typeable,-,99.70%,-,O4,O4,Typeable,-,99.58%,-
GCA_900451835.1,67b44237ce6d6865fe0f5330,GCA_900451835.1_38109_A01_genomic,5854830,16,4378,2348375,365926,636636,0,56.6,Klebsiella pneumoniae,3784,Novel,"0,0,*,*,*,*,*,*,*,*",Not tested,Not tested,Klebsiella pneumoniae,-,-,iuc 2A,-,-,-,iuc (without ybt or clb),-,-,-,-,-,-,-,OmpK35-32%;OmpK36-0%,PmrB-42%,-,ESBL and Carb negative,KL4,Capsule null,Untypeable,?2+!,98.16%,-,O1/O2v1,O2a,Typeable,!,98.88%,-
GCA_900451595.1,67b44237ce6d6866ab0f5319,GCA_900451595.1_45709_D01_genomic,5587086,8,14560,5145484,698385,5145484,0,56.9,Klebsiella pneumoniae,3764,5341,"0,0,438,1,0,0,0,0,0,0",82,82,Klebsiella pneumoniae,-,-,iuc 2A,-,rmp 2A; plasmid/chr,-,iuc (without ybt or clb),-,-,-,-,-,-,-,-,-,-,ESBL and Carb negative,KL1,K1,Typeable,-,99.53%,-,O1/O2v1,O1ab,Typeable,-,99.28%,-
GCA_040271105.1,67b44237ce6d6866d30f52c5,GCA_040271105.1_ASM4027110v1_genomic,5484102,110,1013,367265,49855,129886,1400,57.4,Klebsiella pneumoniae,11,Novel,"0,0,105,0,3,0,1,1,*,*",258,340,Klebsiella pneumoniae,-,-,-,-,-,-,"ybt, clb and iuc negative",OXA-1;TEM-1D.v1^,-,CTX-M-15,-,-,SHV-11,35Q,OmpK35-70%,-,GyrA-83I;ParC-80I,ESBL only,KL125,unknown (KL125),Typeable,-,93.61%,-,O3b,O3b,Typeable,?2,99.62%,-
