Assembly	Best match locus	Best match type	Confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details
GCA_900451515.1_45532_D02_genomic	KL1	Capsule null	Typeable	!	99.46%	99.99%	-2 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.65%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,96.62%,51.69%,truncated;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.36%,100.00%;KL1_17_gnd,100.00%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%	KL1_06_wzc,96.62%,51.69%,truncated
GCA_900451525.1_31436_G01_genomic	KL57	Capsule null	Typeable	!	96.04%	100.11%	30 bp	18 / 18 (100.00%)	KL57_01_galF,98.66%,100.00%;KL57_02_cpsACP,100.00%,61.24%,truncated;KL57_03_wzi,98.33%,100.00%;KL57_04_wza,98.61%,20.42%,truncated;KL57_05_wzb,64.52%,31.25%,truncated,below_id_threshold;KL57_06_wzc,100.00%,8.75%,truncated;KL57_07_wcaJ,100.00%,2.94%,truncated;KL57_08_wzx,76.92%,9.45%,truncated,below_id_threshold;KL57_09_wckX,99.20%,100.00%;KL57_10_wckW,98.60%,60.16%,truncated;KL57_11_wzy,100.00%,8.42%,truncated;KL57_12,98.18%,25.94%,truncated;KL57_13_vanT,96.15%,18.71%,truncated;KL57_14_wbaZ,100.00%,4.96%,truncated;KL57_15_gnd,100.00%,8.76%,truncated;KL57_16_manC,100.00%,11.68%,truncated;KL57_17_manB,100.00%,33.11%,truncated;KL57_18_ugd,99.48%,100.00%		0		2 / 18 (11.11%)	KL57_16_manC,100.00%,28.45%,truncated;KL57_17_manB,98.19%,87.28%,truncated	1	KL164_19_rmlA,88.89%,11.07%,truncated	KL57_02_cpsACP,100.00%,61.24%,truncated;KL57_04_wza,98.61%,20.42%,truncated;KL57_05_wzb,64.52%,31.25%,truncated,below_id_threshold;KL57_06_wzc,100.00%,8.75%,truncated;KL57_07_wcaJ,100.00%,2.94%,truncated;KL57_08_wzx,76.92%,9.45%,truncated,below_id_threshold;KL57_10_wckW,98.60%,60.16%,truncated;KL57_11_wzy,100.00%,8.42%,truncated;KL57_12,98.18%,25.94%,truncated;KL57_13_vanT,96.15%,18.71%,truncated;KL57_14_wbaZ,100.00%,4.96%,truncated;KL57_15_gnd,100.00%,8.76%,truncated;KL57_16_manC,100.00%,11.68%,truncated;KL57_17_manB,100.00%,33.11%,truncated;KL57_16_manC,100.00%,28.45%,truncated;KL57_17_manB,98.19%,87.28%,truncated;KL164_19_rmlA,88.89%,11.07%,truncated
GCA_900451535.1_46514_D02_genomic	KL4	K4	Untypeable	+!	99.87%	98.54%	14061 bp	21 / 24 (87.50%)	KL4_01_galF,100.00%,96.75%;KL4_02_cpsACP,100.00%,100.00%;KL4_03_wcuG,99.65%,97.92%;KL4_04_HG290,100.00%,100.00%;KL4_05_HG291,100.00%,100.00%;KL4_06_wza,100.00%,100.00%;KL4_07_wzb,100.00%,100.00%;KL4_08_wzc,99.86%,100.00%;KL4_09_HG292,100.00%,100.00%;KL4_10_HG293,100.00%,100.00%;KL4_11_wzx,100.00%,100.00%;KL4_12_wcsW,100.00%,100.00%;KL4_13_HG296,100.00%,100.00%;KL4_14_wcuD,100.00%,100.00%;KL4_15_wzy,99.77%,100.00%;KL4_16_wcuI,100.00%,100.00%;KL4_17_wcuF,100.00%,100.00%;KL4_18_manC,100.00%,98.51%;KL4_19_wzi,99.60%,100.00%;KL4_20_wza,99.52%,62.73%,truncated;KL4_21_wzb,99.31%,100.00%;KL4_22_wzc,99.58%,100.00%;KL4_23_wcaJ,100.00%,100.00%;KL4_24_gnd,99.57%,100.00%		1	KL1_18_manC,99.79%,100.00%	0 / 24 (0.00%)		4	KL40_05_rfaG,97.89%,99.74%;KL13_18_manB,99.79%,100.00%;KL150_19_gmd,98.50%,100.00%;KL54_20_ugd,100.00%,100.00%	KL4_20_wza,99.52%,62.73%,truncated
GCA_900451545.1_32512_D01_genomic	KL14	Capsule null	Typeable	!	99.99%	100.00%	0 bp	25 / 25 (100.00%)	KL14_01_galF,100.00%,100.00%;KL14_02_cpsACP,100.00%,100.00%;KL14_03_wzi,100.00%,100.00%;KL14_04_wza,100.00%,100.00%;KL14_05_wzb,100.00%,100.00%;KL14_06_wzc,99.86%,100.00%;KL14_07,100.00%,100.00%;KL14_08_wzx,100.00%,100.00%;KL14_09,100.00%,100.00%;KL14_10,100.00%,100.00%;KL14_11,100.00%,100.00%;KL14_12,100.00%,100.00%;KL14_13,100.00%,100.00%;KL14_14,100.00%,100.00%;KL14_15,100.00%,100.00%;KL14_16,100.00%,100.00%;KL14_17_wcaJ,100.00%,84.30%,truncated;KL14_18_gnd,100.00%,100.00%;KL14_19_manC,100.00%,100.00%;KL14_20_manB,100.00%,100.00%;KL14_21_rmlB,100.00%,100.00%;KL14_22_rmlA,100.00%,100.00%;KL14_23_rmlD,100.00%,100.00%;KL14_24_rmlC,100.00%,100.00%;KL14_25_ugd,100.00%,100.00%		0		2 / 25 (8.00%)	KL14_19_manC,100.00%,100.00%;KL14_20_manB,99.78%,96.58%	3	KL50_09_wzx,100.00%,22.54%,truncated;KL50_10,99.05%,100.00%;KL150_19_gmd,99.70%,100.00%	KL14_17_wcaJ,100.00%,84.30%,truncated;KL50_09_wzx,100.00%,22.54%,truncated
GCA_900451555.1_45665_C01_genomic	KL1	K1	Typeable		99.53%	100.00%	-1 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.65%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,98.03%,100.00%;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.57%,100.00%;KL1_17_gnd,99.79%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%	
GCA_900451565.1_31436_E01_genomic	KL2	Capsule null	Typeable	?3-!	94.84%	76.05%	n/a	15 / 18 (83.33%)	KL2_01_galF,100.00%,80.20%,truncated;KL2_02_cpsACP,91.67%,11.96%,truncated;KL2_03_wzi,100.00%,9.52%,partial;KL2_07,100.00%,67.88%,truncated;KL2_08,100.00%,8.04%,truncated;KL2_09,99.62%,69.33%,truncated;KL2_10,100.00%,43.59%,partial;KL2_10,58.33%,8.86%,partial,below_id_threshold;KL2_11_wzx,91.43%,15.46%,truncated;KL2_12,80.00%,1.73%,truncated,below_id_threshold;KL2_13,100.00%,100.00%;KL2_14_wcaJ,99.73%,83.44%,truncated;KL2_15_gnd,99.57%,100.21%;KL2_16_manC,100.00%,15.29%,truncated;KL2_17_manB,100.00%,21.71%,truncated;KL2_18_ugd,97.06%,9.79%,truncated	KL2_04_wza;KL2_05_wzb;KL2_06_wzc	0		0 / 18 (0.00%)		3	KL4_04_HG290,100.00%,11.46%,truncated;KL40_05_rfaG,100.00%,37.63%,truncated;KL150_19_gmd,100.00%,47.01%,truncated	KL2_01_galF,100.00%,80.20%,truncated;KL2_02_cpsACP,91.67%,11.96%,truncated;KL2_07,100.00%,67.88%,truncated;KL2_08,100.00%,8.04%,truncated;KL2_09,99.62%,69.33%,truncated;KL2_11_wzx,91.43%,15.46%,truncated;KL2_12,80.00%,1.73%,truncated,below_id_threshold;KL2_14_wcaJ,99.73%,83.44%,truncated;KL2_16_manC,100.00%,15.29%,truncated;KL2_17_manB,100.00%,21.71%,truncated;KL2_18_ugd,97.06%,9.79%,truncated;KL4_04_HG290,100.00%,11.46%,truncated;KL40_05_rfaG,100.00%,37.63%,truncated;KL150_19_gmd,100.00%,47.01%,truncated
GCA_900451575.1_36734_E01_genomic	KL64	K64	Typeable		99.93%	100.00%	1 bp	24 / 24 (100.00%)	KL64_01_galF,100.00%,100.00%;KL64_02_cpsACP,100.00%,100.00%;KL64_03_wzi,100.00%,100.00%;KL64_04_wza,100.00%,100.00%;KL64_05_wzb,100.00%,100.00%;KL64_06_wzc,100.00%,100.00%;KL64_07_wzx,99.80%,100.00%;KL64_08_wcoV,100.00%,100.00%;KL64_09,100.00%,100.00%;KL64_10_wzy,100.00%,100.00%;KL64_11_wcoU,99.69%,100.00%;KL64_12_wcoT,99.71%,100.00%;KL64_13_wcsF,99.73%,100.00%;KL64_14_wcuK,100.00%,100.00%;KL64_15_wbaZ,99.74%,100.00%;KL64_16_wcaJ,100.00%,100.00%;KL64_17_gnd,100.00%,100.00%;KL64_18_manC,100.00%,100.00%;KL64_19_manB,100.00%,100.00%;KL64_20_rmlB,100.00%,100.00%;KL64_21_rmlA,99.65%,100.00%;KL64_22_rmlD,100.00%,100.00%;KL64_23_rmlC,100.00%,100.00%;KL64_24_ugd,100.00%,100.00%		0		0 / 24 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%	
GCA_900451585.1_32868_D02_genomic	KL2	Capsule null	Typeable	!	99.81%	100.10%	22 bp	18 / 18 (100.00%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,100.00%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,30.95%,truncated;KL2_05_wzb,100.00%,61.81%,truncated;KL2_06_wzc,100.00%,9.83%,truncated;KL2_07,99.72%,100.00%;KL2_08,100.00%,100.00%;KL2_09,99.72%,94.07%,truncated;KL2_10,100.00%,100.00%;KL2_11_wzx,98.50%,96.29%;KL2_12,99.31%,100.00%;KL2_13,99.55%,100.00%;KL2_14_wcaJ,100.00%,16.99%,truncated;KL2_15_gnd,100.00%,48.08%,truncated;KL2_16_manC,100.00%,9.98%,truncated;KL2_17_manB,100.00%,40.57%,truncated;KL2_18_ugd,99.74%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,99.12%,89.74%,truncated;KL150_19_gmd,100.00%,100.00%	KL2_04_wza,100.00%,30.95%,truncated;KL2_05_wzb,100.00%,61.81%,truncated;KL2_06_wzc,100.00%,9.83%,truncated;KL2_09,99.72%,94.07%,truncated;KL2_14_wcaJ,100.00%,16.99%,truncated;KL2_15_gnd,100.00%,48.08%,truncated;KL2_16_manC,100.00%,9.98%,truncated;KL2_17_manB,100.00%,40.57%,truncated;KL40_05_rfaG,99.12%,89.74%,truncated
GCA_900451595.1_45709_D01_genomic	KL1	K1	Typeable		99.53%	100.00%	-1 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.65%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,98.17%,100.00%;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.57%,100.00%;KL1_17_gnd,99.79%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%	
GCA_900451605.1_45665_A01_genomic	KL1	K1	Typeable		99.53%	100.00%	-1 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.65%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,98.17%,100.00%;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.57%,100.00%;KL1_17_gnd,99.79%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%	
GCA_900451615.1_45753_A01_genomic	KL1	K1	Typeable		99.54%	100.00%	-2 bp	20 / 20 (100.00%)	KL1_01_galF,99.33%,100.00%;KL1_02_cpsACP,96.65%,100.00%;KL1_03_wzi,99.58%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,98.45%,100.00%;KL1_07_wzx,99.77%,100.00%;KL1_08_wclY,99.72%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,99.73%,100.00%;KL1_11_wcsT,99.41%,100.00%;KL1_12_gmd,100.00%,100.00%;KL1_13_wcaG,99.42%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,99.75%,100.00%;KL1_16_wcaJ,99.36%,100.00%;KL1_17_gnd,99.79%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,99.78%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,97.89%,99.74%;KL150_19_gmd,99.40%,100.00%	
GCA_900451625.1_32512_C01_genomic	KL107	unknown (KL107)	Untypeable	-	99.99%	84.57%	-2223 bp	14 / 16 (87.50%)	KL107_01_galF,100.00%,100.00%;KL107_02_cpsACP,100.00%,100.00%;KL107_05_wzb,100.00%,100.00%;KL107_06_wzc,99.86%,100.00%;KL107_07_wbaP,100.00%,100.00%;KL107_08,100.00%,100.00%;KL107_09,100.00%,100.00%;KL107_10,100.00%,100.00%;KL107_11_gnd,100.00%,100.00%;KL107_12,100.00%,100.00%;KL107_13,100.00%,100.00%;KL107_14,100.00%,100.00%;KL107_15,100.00%,100.00%;KL107_16_ugd,100.00%,100.00%	KL107_03_wzi;KL107_04_wza	0		0 / 16 (0.00%)		4	KL40_03_wcpO,99.19%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%	
GCA_900451635.1_32512_G01_genomic	KL110	unknown (KL110)	Typeable	!	99.22%	100.00%	-6 bp	20 / 20 (100.00%)	KL110_01_galF,99.66%,100.00%;KL110_02_cpsACP,99.04%,100.00%;KL110_03_wzi,98.96%,100.00%;KL110_04_wza,100.00%,100.00%;KL110_05_wzb,98.61%,100.00%;KL110_06_wzc,98.61%,100.00%;KL110_07_wcuE,99.70%,100.00%;KL110_08_wckV,100.00%,100.00%;KL110_09,93.51%,24.30%,truncated;KL110_10_wctD,100.00%,100.00%;KL110_11_wbaZ,100.00%,100.00%;KL110_12_wbaP,99.58%,100.00%;KL110_13_wcuC,99.41%,100.00%;KL110_14_wzy,100.00%,100.00%;KL110_15_wzx,99.79%,100.00%;KL110_16_wcpZ,98.59%,100.00%;KL110_17_gnd,100.00%,100.00%;KL110_18_manC,99.58%,100.00%;KL110_19_manB,99.78%,100.00%;KL110_20_ugd,99.48%,100.00%		0		2 / 20 (10.00%)	KL110_18_manC,99.79%,100.00%;KL110_19_manB,99.33%,98.25%	3	KL50_09_wzx,100.00%,22.54%,truncated;KL50_10,99.43%,100.00%;KL150_19_gmd,99.10%,100.00%	KL110_09,93.51%,24.30%,truncated;KL50_09_wzx,100.00%,22.54%,truncated
GCA_900451645.1_58174_D01_genomic	KL4	K4	Typeable	?2-+!	99.90%	92.02%	n/a	20 / 24 (83.33%)	KL4_01_galF,100.00%,96.75%;KL4_02_cpsACP,100.00%,100.00%;KL4_03_wcuG,99.65%,97.92%;KL4_04_HG290,100.00%,100.00%;KL4_05_HG291,100.00%,100.00%;KL4_06_wza,100.00%,100.00%;KL4_07_wzb,100.00%,100.00%;KL4_08_wzc,99.86%,100.00%;KL4_09_HG292,100.00%,100.00%;KL4_10_HG293,100.00%,100.00%;KL4_11_wzx,100.00%,100.00%;KL4_12_wcsW,100.00%,100.00%;KL4_13_HG296,100.00%,100.00%;KL4_14_wcuD,100.00%,100.00%;KL4_15_wzy,99.77%,100.00%;KL4_16_wcuI,100.00%,100.00%;KL4_17_wcuF,100.00%,100.00%;KL4_18_manC,100.00%,98.51%;KL4_20_wza,100.00%,38.18%,truncated;KL4_21_wzb,99.31%,100.00%;KL4_22_wzc,99.58%,100.00%;KL4_23_wcaJ,100.00%,100.00%;KL4_24_gnd,99.57%,100.00%	KL4_19_wzi	1	KL1_18_manC,99.79%,100.00%	0 / 24 (0.00%)		4	KL40_05_rfaG,97.89%,99.74%;KL13_18_manB,99.79%,100.00%;KL150_19_gmd,98.50%,100.00%;KL54_20_ugd,100.00%,100.00%	KL4_20_wza,100.00%,38.18%,truncated
GCA_900451655.1_45532_E02_genomic	KL1	K1	Typeable	!	99.99%	100.00%	-1 bp	20 / 20 (100.00%)	KL1_01_galF,100.00%,100.00%;KL1_02_cpsACP,100.00%,100.00%;KL1_03_wzi,100.00%,100.00%;KL1_04_wza,100.00%,100.00%;KL1_05_wzb,100.00%,100.00%;KL1_06_wzc,100.00%,100.00%;KL1_07_wzx,100.00%,100.00%;KL1_08_wclY,100.00%,100.00%;KL1_09_wzy,100.00%,100.00%;KL1_10_wcsS,100.00%,100.00%;KL1_11_wcsT,100.00%,100.00%;KL1_12_gmd,100.00%,65.01%,truncated;KL1_13_wcaG,99.71%,100.00%;KL1_14_wcaH,100.00%,100.00%;KL1_15_wcaI,100.00%,100.00%;KL1_16_wcaJ,100.00%,100.00%;KL1_17_gnd,100.00%,100.00%;KL1_18_manC,100.00%,100.00%;KL1_19_manB,100.00%,100.00%;KL1_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		4	KL40_03_wcpO,97.97%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.74%,100.00%;KL150_19_gmd,99.10%,100.00%	KL1_12_gmd,100.00%,65.01%,truncated
GCA_900451675.1_39304_F01_genomic	KL2	Capsule null	Typeable	!	99.89%	103.52%	778 bp	18 / 18 (100.00%)	KL2_01_galF,100.00%,100.00%;KL2_02_cpsACP,99.52%,100.00%;KL2_03_wzi,100.00%,100.00%;KL2_04_wza,100.00%,100.00%;KL2_05_wzb,100.00%,100.00%;KL2_06_wzc,99.86%,100.00%;KL2_07,100.00%,100.00%;KL2_08,100.00%,100.00%;KL2_09,100.00%,100.00%;KL2_10,100.00%,100.00%;KL2_11_wzx,100.00%,100.00%;KL2_12,99.48%,100.00%;KL2_13,100.00%,100.00%;KL2_14_wcaJ,99.63%,57.63%,truncated;KL2_15_gnd,99.57%,100.00%;KL2_16_manC,100.00%,100.00%;KL2_17_manB,100.00%,100.00%;KL2_18_ugd,100.00%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.14%,99.21%;KL150_19_gmd,99.70%,100.00%	KL2_14_wcaJ,99.63%,57.63%,truncated
GCA_900451685.1_37554_B01_genomic	KL4	K4	Untypeable	+!	99.84%	93.71%	2818 bp	19 / 24 (79.17%)	KL4_03_wcuG,100.00%,19.64%,truncated;KL4_04_HG290,100.00%,100.00%;KL4_05_HG291,100.00%,100.00%;KL4_06_wza,100.00%,100.00%;KL4_07_wzb,100.00%,100.00%;KL4_08_wzc,99.86%,100.00%;KL4_09_HG292,100.00%,100.00%;KL4_10_HG293,100.00%,100.00%;KL4_11_wzx,100.00%,100.00%;KL4_12_wcsW,100.00%,100.00%;KL4_13_HG296,99.66%,87.87%,truncated;KL4_14_wcuD,100.00%,100.00%;KL4_15_wzy,100.00%,9.01%,truncated;KL4_16_wcuI,100.00%,100.00%;KL4_17_wcuF,100.00%,100.00%;KL4_18_manC,100.00%,98.51%;KL4_19_wzi,99.80%,100.00%;KL4_20_wza,99.52%,62.73%,truncated;KL4_21_wzb,98.61%,100.00%;KL4_22_wzc,99.44%,100.00%;KL4_23_wcaJ,100.00%,100.00%;KL4_24_gnd,99.57%,100.00%		1	KL1_18_manC,99.79%,100.00%	18 / 24 (75.00%)	KL4_01_galF,100.00%,96.75%;KL4_02_cpsACP,99.19%,100.00%;KL4_03_wcuG,100.00%,100.00%;KL4_04_HG290,100.00%,100.00%;KL4_05_HG291,100.00%,100.00%;KL4_06_wza,100.00%,100.00%;KL4_07_wzb,100.00%,100.00%;KL4_08_wzc,98.22%,32.40%,truncated;KL4_09_HG292,100.00%,100.00%;KL4_10_HG293,100.00%,48.93%,truncated;KL4_11_wzx,100.00%,100.00%;KL4_12_wcsW,100.00%,100.00%;KL4_13_HG296,100.00%,100.00%;KL4_14_wcuD,100.00%,100.00%;KL4_15_wzy,99.55%,100.00%;KL4_16_wcuI,100.00%,100.00%;KL4_17_wcuF,100.00%,100.00%;KL4_18_manC,100.00%,98.51%	4	KL40_05_rfaG,98.42%,99.74%;KL13_18_manB,99.57%,100.00%;KL150_19_gmd,98.50%,100.00%;KL54_20_ugd,100.00%,100.00%	KL4_03_wcuG,100.00%,19.64%,truncated;KL4_13_HG296,99.66%,87.87%,truncated;KL4_15_wzy,100.00%,9.01%,truncated;KL4_20_wza,99.52%,62.73%,truncated;KL4_08_wzc,98.22%,32.40%,truncated;KL4_10_HG293,100.00%,48.93%,truncated
GCA_900451695.1_37637_D01_genomic	KL4	Capsule null	Untypeable	+!	99.77%	93.71%	4217 bp	19 / 24 (79.17%)	KL4_03_wcuG,100.00%,100.00%;KL4_04_HG290,100.00%,100.00%;KL4_05_HG291,100.00%,100.00%;KL4_06_wza,100.00%,100.00%;KL4_07_wzb,100.00%,100.00%;KL4_08_wzc,99.86%,100.00%;KL4_09_HG292,100.00%,100.00%;KL4_10_HG293,100.00%,100.00%;KL4_11_wzx,100.00%,100.00%;KL4_12_wcsW,100.00%,100.00%;KL4_13_HG296,100.00%,100.00%;KL4_14_wcuD,100.00%,100.00%;KL4_15_wzy,99.77%,100.00%;KL4_16_wcuI,100.00%,100.00%;KL4_17_wcuF,100.00%,14.36%,truncated;KL4_18_manC,100.00%,98.51%;KL4_19_wzi,99.80%,100.00%;KL4_20_wza,99.52%,62.73%,truncated;KL4_21_wzb,98.61%,100.00%;KL4_22_wzc,97.80%,12.83%,truncated;KL4_23_wcaJ,100.00%,25.48%,truncated;KL4_24_gnd,99.57%,100.00%		2	KL1_18_manC,100.00%,48.62%,truncated;KL13_18_manB,99.79%,100.00%	16 / 24 (66.67%)	KL4_01_galF,99.66%,96.75%;KL4_02_cpsACP,99.19%,100.00%;KL4_03_wcuG,100.00%,100.00%;KL4_04_HG290,98.57%,100.29%;KL4_05_HG291,100.00%,75.91%,truncated;KL4_06_wza,100.00%,46.03%,truncated;KL4_07_wzb,100.00%,100.00%;KL4_08_wzc,96.59%,38.15%,truncated;KL4_11_wzx,100.00%,39.08%,truncated;KL4_12_wcsW,95.24%,21.43%,truncated;KL4_13_HG296,100.00%,84.32%,truncated;KL4_14_wcuD,100.00%,11.08%,truncated;KL4_15_wzy,100.00%,37.16%,truncated;KL4_16_wcuI,100.00%,100.00%;KL4_17_wcuF,100.00%,100.00%;KL4_18_manC,100.00%,98.51%	3	KL40_05_rfaG,97.65%,22.63%,truncated;KL150_19_gmd,100.00%,63.47%,truncated;KL54_20_ugd,100.00%,29.64%,truncated	KL4_17_wcuF,100.00%,14.36%,truncated;KL4_20_wza,99.52%,62.73%,truncated;KL4_22_wzc,97.80%,12.83%,truncated;KL4_23_wcaJ,100.00%,25.48%,truncated;KL1_18_manC,100.00%,48.62%,truncated;KL4_05_HG291,100.00%,75.91%,truncated;KL4_06_wza,100.00%,46.03%,truncated;KL4_08_wzc,96.59%,38.15%,truncated;KL4_11_wzx,100.00%,39.08%,truncated;KL4_12_wcsW,95.24%,21.43%,truncated;KL4_13_HG296,100.00%,84.32%,truncated;KL4_14_wcuD,100.00%,11.08%,truncated;KL4_15_wzy,100.00%,37.16%,truncated;KL40_05_rfaG,97.65%,22.63%,truncated;KL150_19_gmd,100.00%,63.47%,truncated;KL54_20_ugd,100.00%,29.64%,truncated
GCA_900451705.1_37554_A01_genomic	KL4	K4	Untypeable	+!	99.86%	100.77%	7508 bp	21 / 24 (87.50%)	KL4_01_galF,100.00%,96.75%;KL4_02_cpsACP,100.00%,100.00%;KL4_03_wcuG,100.00%,100.00%;KL4_04_HG290,100.00%,100.00%;KL4_05_HG291,100.00%,100.00%;KL4_06_wza,100.00%,100.00%;KL4_07_wzb,100.00%,100.00%;KL4_08_wzc,99.86%,100.00%;KL4_09_HG292,100.00%,100.00%;KL4_10_HG293,100.00%,100.00%;KL4_11_wzx,100.00%,100.00%;KL4_12_wcsW,100.00%,100.00%;KL4_13_HG296,100.00%,100.00%;KL4_14_wcuD,100.00%,100.00%;KL4_15_wzy,99.77%,100.00%;KL4_16_wcuI,100.00%,100.00%;KL4_17_wcuF,100.00%,100.00%;KL4_18_manC,100.00%,98.51%;KL4_19_wzi,99.80%,100.00%;KL4_20_wza,99.52%,65.15%,truncated;KL4_21_wzb,98.61%,100.00%;KL4_22_wzc,99.58%,100.00%;KL4_23_wcaJ,100.00%,100.00%;KL4_24_gnd,99.57%,100.00%		2	KL1_18_manC,99.79%,100.00%;KL13_18_manB,99.79%,100.00%	13 / 24 (54.17%)	KL4_03_wcuG,100.00%,100.00%;KL4_03_wcuG,90.53%,31.25%,truncated;KL4_03_wcuG,100.00%,100.00%;KL4_04_HG290,99.36%,44.99%,truncated;KL4_04_HG290,100.00%,100.00%;KL4_04_HG290,94.27%,100.00%;KL4_05_HG291,100.00%,100.00%;KL4_05_HG291,100.00%,100.00%;KL4_06_wza,100.00%,100.00%;KL4_08_wzc,99.82%,80.50%,truncated;KL4_09_HG292,100.00%,9.17%,truncated;KL4_10_HG293,100.00%,1.34%,truncated;KL4_18_manC,99.32%,50.96%,truncated	3	KL40_05_rfaG,98.15%,99.47%;KL150_19_gmd,98.20%,100.00%;KL54_20_ugd,100.00%,100.00%	KL4_20_wza,99.52%,65.15%,truncated;KL4_03_wcuG,90.53%,31.25%,truncated;KL4_04_HG290,99.36%,44.99%,truncated;KL4_08_wzc,99.82%,80.50%,truncated;KL4_09_HG292,100.00%,9.17%,truncated;KL4_10_HG293,100.00%,1.34%,truncated;KL4_18_manC,99.32%,50.96%,truncated
