Assembly	Best match locus	Best match type	Confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details
GCA_900451615.1_45753_A01_genomic	O1/O2v1	O1ab	Typeable	!	99.28%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		5	O3b_01_manC,99.58%,100.00%;O5_02_manB,99.33%,97.60%;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,98.88%,100.00%	Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated
GCA_900451625.1_32512_C01_genomic	O1/O2v2	O2afg	Typeable		99.09%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.99%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.33%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,98.27%,100.00%;OL13_03_rfbD,98.99%,100.00%;OL13_04_rfbC,98.34%,98.37%	
GCA_900451635.1_32512_G01_genomic	O3b	O3b	Typeable	!	99.60%	100.01%	1 bp	8 / 8 (100.00%)	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.35%,100.00%;O3b_03_wzm,99.23%,100.00%;O3b_04_wzt,99.32%,68.21%,truncated;O3b_05_wbdD,99.71%,100.00%;O3b_06_wbdA,99.64%,100.00%;O3b_07_wbdB,99.74%,100.00%;O3b_08_wbdC,100.00%,100.00%		0		2 / 8 (25.00%)	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,96.52%	0		O3b_04_wzt,99.32%,68.21%,truncated
GCA_900451645.1_58174_D01_genomic	O1/O2v1	O2ac	Typeable	!	99.40%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,100.00%,7.99%,truncated		0		0 / 7 (0.00%)		6	O3b_01_manC,99.36%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.68%,85.41%,truncated;Extra_genes_wbmVW_01_wbmV,99.76%,100.00%;Extra_genes_wbmVW_02_wbmW,99.18%,100.00%	O1/O2v1_07_kfoC,100.00%,7.99%,truncated;Extra_genes_wbbYZ_01_wbbY,99.68%,85.41%,truncated
GCA_900451655.1_45532_E02_genomic	O1/O2v2	O1ab	Typeable	!	99.28%	100.01%	-1 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,99.12%,72.11%,truncated;O1/O2v2_04_glf,98.44%,100.00%;O1/O2v2_05_wbbN,98.65%,100.00%;O1/O2v2_06_wbbO,100.00%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,98.56%,100.00%;O1/O2v2_09_gmlB,99.39%,100.00%;O1/O2v2_10_gmlA,100.00%,100.00%		0		0 / 10 (0.00%)		4	O3b_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%	O1/O2v2_03_wbbM,99.12%,72.11%,truncated
GCA_900451675.1_39304_F01_genomic	O1/O2v1	O2a	Typeable		99.26%	100.00%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.52%,100.00%;O1/O2v1_04_glf,99.48%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		2	O3b_01_manC,100.00%,100.00%;O3b_02_manB,99.55%,96.52%	
GCA_900451685.1_37554_B01_genomic	O1/O2v1	O2ac	Typeable	!	99.55%	100.01%	1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,100.00%,7.99%,truncated		0		0 / 7 (0.00%)		6	O3b_01_manC,99.36%,100.00%;O3/O3a_02_manB,99.55%,97.39%;Extra_genes_wbmVW_02_wbmW,99.18%,100.00%;Extra_genes_wbmVW_01_wbmV,99.52%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.68%,85.41%,truncated;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%	O1/O2v1_07_kfoC,100.00%,7.99%,truncated;Extra_genes_wbbYZ_01_wbbY,99.68%,85.41%,truncated
GCA_900451695.1_37637_D01_genomic	O1/O2v1	O2ac	Typeable	!	98.39%	99.97%	-2 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.12%,72.11%,truncated;O1/O2v1_04_glf,92.50%,13.28%,truncated;O1/O2v1_05_wbbN,100.00%,39.06%,truncated;O1/O2v1_06_wbbO,97.53%,21.75%,truncated;O1/O2v1_07_kfoC,100.00%,7.99%,truncated		0		0 / 7 (0.00%)		6	O3b_01_manC,100.00%,48.62%,truncated;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbmVW_01_wbmV,99.52%,100.00%;Extra_genes_wbmVW_02_wbmW,99.18%,100.00%;Extra_genes_wbbYZ_01_wbbY,97.71%,19.32%,truncated;Extra_genes_wbbYZ_02_wbbZ,100.00%,8.55%,truncated	O1/O2v1_03_wbbM,99.12%,72.11%,truncated;O1/O2v1_04_glf,92.50%,13.28%,truncated;O1/O2v1_05_wbbN,100.00%,39.06%,truncated;O1/O2v1_06_wbbO,97.53%,21.75%,truncated;O1/O2v1_07_kfoC,100.00%,7.99%,truncated;O3b_01_manC,100.00%,48.62%,truncated;Extra_genes_wbbYZ_01_wbbY,97.71%,19.32%,truncated;Extra_genes_wbbYZ_02_wbbZ,100.00%,8.55%,truncated
GCA_900451705.1_37554_A01_genomic	O1/O2v1	O2a	Typeable	!	99.49%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,100.00%,7.99%,truncated		0		0 / 7 (0.00%)		4	O3b_01_manC,99.36%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbmVW_01_wbmV,100.00%,59.14%,truncated;Extra_genes_wbmVW_02_wbmW,98.97%,100.00%	O1/O2v1_07_kfoC,100.00%,7.99%,truncated;Extra_genes_wbmVW_01_wbmV,100.00%,59.14%,truncated
GCA_900451715.1_37419_D02_genomic	O1/O2v1	O1ab	Typeable	!	99.08%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.61%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,98.57%,100.00%;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.32%,100.00%		0		0 / 7 (0.00%)		6	O3/O3a_01_manC,98.51%,100.00%;O3b_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated;Extra_genes_wbmVW_02_wbmW,98.74%,97.74%	Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated
GCA_900451725.1_38732_G01_genomic	O1/O2v2	O2afg	Typeable	!	99.03%	99.93%	2661 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.98%,50.82%,truncated;O1/O2v2_08_gmlC,100.00%,0.21%,truncated;O1/O2v2_09_gmlB,97.73%,26.99%,truncated;O1/O2v2_09_gmlB,100.00%,29.14%,truncated;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		2	O3/O3a_01_manC,98.30%,100.00%;O3b_02_manB,99.55%,97.39%	O1/O2v2_08_gmlC,97.98%,50.82%,truncated;O1/O2v2_08_gmlC,100.00%,0.21%,truncated;O1/O2v2_09_gmlB,97.73%,26.99%,truncated;O1/O2v2_09_gmlB,100.00%,29.14%,truncated
GCA_900451735.1_40295_H02_genomic	O1/O2v1	O2a	Typeable	!	99.43%	99.99%	-1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.94%,100.00%;O1/O2v1_07_kfoC,100.00%,7.99%,truncated		0		0 / 7 (0.00%)		4	O3b_01_manC,99.36%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbmVW_02_wbmW,99.18%,100.00%;Extra_genes_wbmVW_01_wbmV,100.00%,25.42%,truncated	O1/O2v1_07_kfoC,100.00%,7.99%,truncated;Extra_genes_wbmVW_01_wbmV,100.00%,25.42%,truncated
GCA_900451745.1_39111_E02_genomic	O1/O2v2	O1ab	Typeable		99.24%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,99.22%,100.00%;O1/O2v2_05_wbbN,97.98%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,99.79%,100.00%;O1/O2v2_09_gmlB,100.00%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		6	O12_01_rfbB,98.02%,99.72%;OL13_02_rfbA,97.19%,98.62%;OL13_03_rfbD,98.31%,100.00%;OL13_04_rfbC,96.07%,96.74%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.86%,100.00%	
GCA_900451755.1_38977_F01_genomic	O1/O2v1	O1a	Typeable	!	99.08%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.61%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,98.57%,100.00%;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.32%,100.00%		0		0 / 7 (0.00%)		4	O3/O3a_01_manC,98.51%,100.00%;O3b_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_02_wbbZ,100.00%,48.33%,truncated;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	Extra_genes_wbbYZ_02_wbbZ,100.00%,48.33%,truncated
GCA_900451765.1_38977_D01_genomic	O1/O2v1	O2ac	Typeable	!	99.12%	99.99%	-1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.61%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,98.44%,100.00%;O1/O2v1_05_wbbN,99.66%,100.00%;O1/O2v1_06_wbbO,97.35%,100.00%;O1/O2v1_07_kfoC,100.00%,7.99%,truncated		0		0 / 7 (0.00%)		2	Extra_genes_wbmVW_01_wbmV,99.76%,100.00%;Extra_genes_wbmVW_02_wbmW,99.18%,100.00%	O1/O2v1_07_kfoC,100.00%,7.99%,truncated
GCA_900451775.1_37637_B01_genomic	O1/O2v1	O1ab	Typeable	!	97.62%	99.92%	-8 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.61%,100.00%;O1/O2v1_02_wzt,100.00%,67.89%,truncated;O1/O2v1_03_wbbM,93.41%,14.58%,truncated;O1/O2v1_04_glf,97.50%,13.28%,truncated;O1/O2v1_05_wbbN,94.29%,29.63%,truncated;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.32%,100.00%		0		0 / 7 (0.00%)		6	O3/O3a_01_manC,98.00%,98.51%;O3b_02_manB,97.73%,16.09%,truncated;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated;Extra_genes_wbmVW_02_wbmW,98.74%,97.74%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%	O1/O2v1_02_wzt,100.00%,67.89%,truncated;O1/O2v1_03_wbbM,93.41%,14.58%,truncated;O1/O2v1_04_glf,97.50%,13.28%,truncated;O1/O2v1_05_wbbN,94.29%,29.63%,truncated;O3b_02_manB,97.73%,16.09%,truncated;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated
GCA_900451785.1_37509_G01_genomic	O1/O2v1	O1ab	Typeable	!	99.17%	99.99%	-1 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,41.18%,truncated;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,98.86%,69.41%,truncated;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.32%,100.00%		0		0 / 7 (0.00%)		6	O3/O3a_01_manC,98.51%,100.00%;O3b_02_manB,99.57%,53.26%,truncated;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbmVW_02_wbmW,98.74%,97.74%;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated	O1/O2v1_01_wzm,100.00%,41.18%,truncated;O1/O2v1_03_wbbM,98.86%,69.41%,truncated;O3b_02_manB,99.57%,53.26%,truncated;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated
GCA_900451795.1_39130_E01_genomic	O1/O2v2	O2afg	Typeable	!	99.00%	99.93%	2654 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,99.61%,100.00%;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,100.00%,0.21%,truncated;O1/O2v2_08_gmlC,97.98%,50.82%,truncated;O1/O2v2_09_gmlB,100.00%,29.14%,truncated;O1/O2v2_09_gmlB,97.73%,26.99%,truncated;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		2	O3/O3a_01_manC,98.30%,100.00%;O3b_02_manB,99.55%,97.39%	O1/O2v2_08_gmlC,100.00%,0.21%,truncated;O1/O2v2_08_gmlC,97.98%,50.82%,truncated;O1/O2v2_09_gmlB,100.00%,29.14%,truncated;O1/O2v2_09_gmlB,97.73%,26.99%,truncated
GCA_900451805.1_38732_F01_genomic	O1/O2v2	O2afg	Typeable	!	99.03%	99.92%	2653 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,9.41%,truncated;O1/O2v2_02_wzt,99.19%,100.00%;O1/O2v2_03_wbbM,98.57%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,98.32%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.00%,100.00%;O1/O2v2_08_gmlC,97.98%,50.82%,truncated;O1/O2v2_08_gmlC,100.00%,0.21%,truncated;O1/O2v2_09_gmlB,97.73%,26.99%,truncated;O1/O2v2_09_gmlB,100.00%,29.14%,truncated;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		2	O3/O3a_01_manC,98.30%,100.00%;O3b_02_manB,99.55%,97.39%	O1/O2v2_01_wzm,100.00%,9.41%,truncated;O1/O2v2_08_gmlC,97.98%,50.82%,truncated;O1/O2v2_08_gmlC,100.00%,0.21%,truncated;O1/O2v2_09_gmlB,97.73%,26.99%,truncated;O1/O2v2_09_gmlB,100.00%,29.14%,truncated
GCA_900451815.1_39111_D02_genomic	O5	O5	Typeable		98.21%	100.00%	1 bp	8 / 8 (100.00%)	O5_01_manC,99.58%,100.00%;O5_02_manB,99.34%,100.00%;O5_03_wzm,99.24%,100.00%;O5_04_wzt,98.76%,100.00%;O5_05_wbdD,94.35%,100.00%;O5_06_wbdA,95.47%,100.00%;O5_07_wbdB,99.22%,100.00%;O5_08_wbdC,99.73%,100.00%		0		2 / 8 (25.00%)	O5_01_manC,99.58%,100.00%;O5_02_manB,99.09%,96.07%	4	O12_01_rfbB,98.58%,99.72%;OL13_02_rfbA,97.54%,98.62%;OL13_03_rfbD,98.31%,100.00%;O12_04_rfbC,97.79%,98.37%	
GCA_900451825.1_40400_A01_genomic	O1/O2v1	O2ac	Typeable	!	99.20%	100.00%	8 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		6	O3b_01_manC,98.95%,47.56%,truncated;O3b_02_manB,98.66%,97.39%;Extra_genes_wbmVW_02_wbmW,99.59%,100.00%;Extra_genes_wbmVW_01_wbmV,100.00%,100.00%;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.84%,85.41%,truncated	O3b_01_manC,98.95%,47.56%,truncated;Extra_genes_wbbYZ_01_wbbY,99.84%,85.41%,truncated
GCA_900451835.1_38109_A01_genomic	O1/O2v1	O2a	Typeable	!	98.88%	100.01%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.59%,100.00%;O1/O2v1_03_wbbM,99.37%,100.00%;O1/O2v1_04_glf,96.35%,52.60%,truncated;O1/O2v1_05_wbbN,99.33%,100.00%;O1/O2v1_06_wbbO,97.53%,21.75%,truncated;O1/O2v1_07_kfoC,100.00%,7.99%,truncated		0		0 / 7 (0.00%)		4	O3b_01_manC,99.36%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbmVW_02_wbmW,99.38%,100.00%;Extra_genes_wbmVW_01_wbmV,97.04%,49.41%,truncated	O1/O2v1_04_glf,96.35%,52.60%,truncated;O1/O2v1_06_wbbO,97.53%,21.75%,truncated;O1/O2v1_07_kfoC,100.00%,7.99%,truncated;Extra_genes_wbmVW_01_wbmV,97.04%,49.41%,truncated
GCA_900451845.1_40400_D01_genomic	O1/O2v1	O2a	Typeable	!	99.23%	100.04%	3 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.39%,65.10%,truncated;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,98.50%,22.35%,truncated;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,100.00%,6.73%,truncated;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.32%,100.00%		0		0 / 7 (0.00%)		4	O3/O3a_01_manC,98.51%,100.00%;O3b_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,35.00%,truncated	O1/O2v1_01_wzm,99.39%,65.10%,truncated;O1/O2v1_03_wbbM,98.50%,22.35%,truncated;O1/O2v1_05_wbbN,100.00%,6.73%,truncated;Extra_genes_wbbYZ_01_wbbY,100.00%,35.00%,truncated
GCA_900451855.1_40311_A01_genomic	O1/O2v1	O2ac	Typeable	!	99.16%	100.00%	8 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,100.00%;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.41%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		6	O3b_01_manC,99.36%,100.00%;O3b_02_manB,98.66%,97.39%;Extra_genes_wbbYZ_01_wbbY,99.84%,85.41%,truncated;Extra_genes_wbbYZ_02_wbbZ,99.26%,100.00%;Extra_genes_wbmVW_01_wbmV,100.00%,100.00%;Extra_genes_wbmVW_02_wbmW,100.00%,100.00%	Extra_genes_wbbYZ_01_wbbY,99.84%,85.41%,truncated
GCA_900451865.1_38732_E01_genomic	O1/O2v2	O1ab	Typeable		99.17%	100.00%	0 bp	10 / 10 (100.00%)	O1/O2v2_01_wzm,100.00%,100.00%;O1/O2v2_02_wzt,99.59%,100.00%;O1/O2v2_03_wbbM,100.00%,100.00%;O1/O2v2_04_glf,98.96%,100.00%;O1/O2v2_05_wbbN,97.64%,100.00%;O1/O2v2_06_wbbO,99.47%,100.00%;O1/O2v2_07_kfoC,99.25%,100.00%;O1/O2v2_08_gmlC,98.77%,100.00%;O1/O2v2_09_gmlB,98.77%,100.00%;O1/O2v2_10_gmlA,99.20%,100.00%		0		0 / 10 (0.00%)		4	O3/O3a_01_manC,99.58%,100.00%;O3/O3a_02_manB,99.78%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,99.73%,100.00%	
GCA_900451875.1_39220_A01_genomic	O3/O3a	O3/O3a	Typeable		98.75%	100.00%	1 bp	8 / 8 (100.00%)	O3/O3a_01_manC,99.79%,100.00%;O3/O3a_02_manB,100.00%,100.00%;O3/O3a_03_wzm,98.47%,100.00%;O3/O3a_04_wzt,99.07%,100.00%;O3/O3a_05_wbdD,95.76%,100.00%;O3/O3a_06_wbdA,97.74%,100.00%;O3/O3a_07_wbdB,99.74%,100.00%;O3/O3a_08_wbdC,99.46%,100.00%		0		2 / 8 (25.00%)	O3/O3a_01_manC,100.00%,100.00%;O3/O3a_02_manB,99.77%,95.65%	4	OL13_01_rfbB,96.89%,100.00%;OL13_02_rfbA,99.65%,100.00%;OL13_03_rfbD,99.66%,100.00%;OL13_04_rfbC,98.90%,98.37%	
GCA_900451885.1_37637_E02_genomic	O1/O2v1	O1ab	Typeable	!	99.08%	100.00%	0 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,99.61%,100.00%;O1/O2v1_02_wzt,100.00%,100.00%;O1/O2v1_03_wbbM,98.57%,100.00%;O1/O2v1_04_glf,98.18%,100.00%;O1/O2v1_05_wbbN,98.65%,100.00%;O1/O2v1_06_wbbO,99.20%,100.00%;O1/O2v1_07_kfoC,99.32%,100.00%		0		0 / 7 (0.00%)		6	O3/O3a_01_manC,98.51%,100.00%;O3b_02_manB,99.55%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.63%,100.00%;Extra_genes_wbbYZ_01_wbbY,100.00%,100.00%;Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated;Extra_genes_wbmVW_02_wbmW,98.74%,97.74%	Extra_genes_wbmVW_01_wbmV,100.00%,19.24%,truncated
GCA_900451895.1_40400_B01_genomic	O1/O2v1	O2ac	Typeable	!	99.20%	99.99%	7 bp	7 / 7 (100.00%)	O1/O2v1_01_wzm,100.00%,50.59%,truncated;O1/O2v1_02_wzt,99.19%,100.00%;O1/O2v1_03_wbbM,99.21%,100.00%;O1/O2v1_04_glf,98.70%,100.00%;O1/O2v1_05_wbbN,100.00%,100.00%;O1/O2v1_06_wbbO,98.67%,100.00%;O1/O2v1_07_kfoC,98.63%,100.00%		0		0 / 7 (0.00%)		6	O3b_01_manC,99.15%,100.00%;O3b_02_manB,98.66%,97.39%;Extra_genes_wbbYZ_02_wbbZ,99.02%,76.21%,truncated;Extra_genes_wbbYZ_01_wbbY,99.84%,85.41%,truncated;Extra_genes_wbmVW_02_wbmW,99.79%,100.00%;Extra_genes_wbmVW_01_wbmV,100.00%,100.00%	O1/O2v1_01_wzm,100.00%,50.59%,truncated;Extra_genes_wbbYZ_02_wbbZ,99.02%,76.21%,truncated;Extra_genes_wbbYZ_01_wbbY,99.84%,85.41%,truncated
GCA_900451905.1_37419_F02_genomic	O3b	O3b	Typeable	!	99.80%	99.99%	-1 bp	8 / 8 (100.00%)	O3b_01_manC,100.00%,53.72%,truncated;O3b_02_manB,99.78%,100.00%;O3b_03_wzm,99.23%,100.00%;O3b_04_wzt,99.77%,100.00%;O3b_05_wbdD,100.00%,100.00%;O3b_06_wbdA,99.88%,100.00%;O3b_07_wbdB,99.74%,100.00%;O3b_08_wbdC,100.00%,100.00%		0		2 / 8 (25.00%)	O3b_01_manC,99.79%,100.00%;O3b_02_manB,99.55%,97.39%	0		O3b_01_manC,100.00%,53.72%,truncated
GCA_900451915.1_36725_D01_genomic	O5	O5	Typeable		98.25%	100.00%	0 bp	8 / 8 (100.00%)	O5_01_manC,99.36%,100.00%;O5_02_manB,99.34%,100.00%;O5_03_wzm,99.24%,100.00%;O5_04_wzt,98.76%,100.00%;O5_05_wbdD,94.35%,100.00%;O5_06_wbdA,95.47%,100.00%;O5_07_wbdB,99.48%,100.00%;O5_08_wbdC,100.00%,100.00%		0		2 / 8 (25.00%)	O5_01_manC,99.58%,100.00%;O5_02_manB,99.55%,97.60%	0		
